body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_category,race_class,race_date,race_id,race_name,race_no,race_rule,scheduled_start,sex_age,source_url,surface,time,track_condition,trainer,weather,weight_rule,平均1F,枠
502(0),58.0,7  8  9  9,新潟,PASS_HTML,2200,7,pw01dud102019105490/25,ディーンズリスター,3,岩田 康誠,36.4,１／２,03,03,7,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,せん7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:15.3,稍重,斉藤 崇史,曇,定量,,
456(-9),55.0,11  11  11  11,新潟,PASS_HTML,2200,8,pw01dud102023102336/9C,ダンシングアウェイ,1,小崎 綾也,36.0,ハナ,03,03,10,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:15.3,稍重,柄崎 将寿,曇,定量,,
472(-6),55.0,4  5  4  4,新潟,PASS_HTML,2200,9,pw01dud102023104485/88,マイネルリーヒム,13,菊沢 一樹,37.4,３,03,03,4,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:15.8,稍重,武市 康男,曇,定量,,
472(+2),58.0,9  8  9  10,新潟,PASS_HTML,2200,10,pw01dud102022101495/3F,シャインフリーリー,4,柴田 大知,37.1,１ 1/2,03,03,11,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:16.0,稍重,深山 雅史,曇,定量,,
526(+6),56.0,2  2  2  2,新潟,PASS_HTML,2200,11,pw01dud102022105365/9A,オプレントジュエル,6,三浦 皇成,38.3,２ 1/2,03,03,6,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:16.4,稍重,中舘 英二,曇,定量,,
516(+14),58.0,13  13  13  13,新潟,PASS_HTML,2200,12,pw01dud102019105076/F3,フォーグッド,10,原 優介,36.1,１,03,03,9,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,せん7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:16.6,稍重,平岩 大典,曇,定量,,
462(0),55.0,12  12  12  12,新潟,PASS_HTML,2200,13,pw01dud102022105461/FF,コウセイケンタロス,9,▲上里 直汰,38.6,１０,03,03,13,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,せん4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:18.2,稍重,和田 雄二,曇,定量,,
426(-6),56.0,5  5,新潟,PASS_HTML,1400,1,pw01dud102022105184/E5,ライネリーベ,9,C.ルメール,35.0,,03,03,1,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:21.5,稍重,木村 哲也,曇,定量,,
428(-4),53.0,6  6,新潟,PASS_HTML,1400,2,pw01dud102023106372/CC,リラベガ,16,菊沢 一樹,35.3,２ 1/2,03,03,8,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:21.9,稍重,岩戸 孝樹,曇,定量,,
476(+4),53.0,3  3,新潟,PASS_HTML,1400,3,pw01dud102023100914/DE,タイセイフレッサ,6,戸崎 圭太,35.8,３／４,03,03,2,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.1,稍重,斎藤 誠,曇,定量,,
432(+4),53.0,9  8,新潟,PASS_HTML,1400,4,pw01dud102023106299/E0,ダイユウルミナス,11,小崎 綾也,35.4,３／４,03,03,14,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.2,稍重,松永 康利,曇,定量,,
458(+10),51.0,9  8,新潟,PASS_HTML,1400,5,pw01dud102023103942/F5,ソードスレイプニル,4,◇今村 聖奈,35.4,クビ,03,03,3,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.2,稍重,鈴木 慎太郎,曇,定量,,
456(0),55.0,16  16,新潟,PASS_HTML,1400,6,pw01dud102023106325/D5,ホットゥトロット,14,大野 拓弥,34.8,クビ,03,03,11,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.3,稍重,堀内 岳志,曇,定量,,
450(+12),56.0,11  11,新潟,PASS_HTML,1400,7,pw01dud102022106741/61,メイリー,5,武藤 雅,35.5,１,03,03,9,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.4,稍重,鈴木 慎太郎,曇,定量,,
446(-6),56.0,15  13,新潟,PASS_HTML,1400,8,pw01dud102022103155/4A,タイキオーベロン,18,△石田 拓郎,35.1,アタマ,03,03,10,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.4,稍重,高木 登,曇,定量,,
460(+4),56.0,1  1,新潟,PASS_HTML,1400,9,pw01dud102022105293/B3,キャトルエピス,3,M.ミシェル,36.7,クビ,03,03,7,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.5,稍重,栗田 徹,曇,定量,,
440(-4),51.0,12  12,新潟,PASS_HTML,1400,10,pw01dud102023106468/9F,ガミーヌ,17,△石神 深道,35.6,１,03,03,5,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.6,稍重,水野 貴広,曇,定量,,
458(+8),53.0,3  3,新潟,PASS_HTML,1400,11,pw01dud102023106477/3C,ベレーバスク,7,丸山 元気,36.5,１,03,03,4,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.8,稍重,清水 英克,曇,定量,,
436(+10),56.0,2  2,新潟,PASS_HTML,1400,12,pw01dud102022102978/5C,アルシャンティ,2,杉原 誠人,36.8,アタマ,03,03,17,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.8,稍重,室井 潔,曇,定量,,
472(+4),53.0,13  15,新潟,PASS_HTML,1400,13,pw01dud102023103873/67,サーロー,13,原 優介,35.6,クビ,03,03,6,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.8,稍重,勢司 和浩,曇,定量,,
488(-1),58.0,6  8,新潟,PASS_HTML,1400,14,pw01dud102022110094/E7,ビリオネアボーイ,1,丸田 恭介,36.3,１,03,03,12,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:23.0,稍重,武市 康男,曇,定量,,
414(-2),50.0,17  17,新潟,PASS_HTML,1400,15,pw01dud102023103518/B3,ディサイドオンミー,15,▲上里 直汰,35.3,１／２,03,03,18,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:23.1,稍重,堀内 岳志,曇,定量,,
436(0),53.0,6  6,新潟,PASS_HTML,1400,16,pw01dud102023106484/F3,フェーダーローター,8,柴田 大知,36.6,３／４,03,03,13,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:23.2,稍重,天間 昭一,曇,定量,,
470(-7),55.0,13  13,新潟,PASS_HTML,1400,17,pw01dud102022101032/C2,ワカミヤイリオス,10,▲水沼 元輝,36.1,１／２,03,03,15,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,せん4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:23.3,稍重,西田 雄一郎,曇,定量,,
428(+2),50.0,17  17,新潟,PASS_HTML,1400,18,pw01dud102023100421/A0,カシノリアーナ,12,▲佐藤 翔馬,36.0,３ 1/2,03,03,16,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:23.9,稍重,天間 昭一,曇,定量,,
434(+2),55.0,5  6  10  10,新潟,PASS_HTML,2000,1,pw01dud102023105298/7E,ピースフルマインド,18,原 優介,35.7,,03,03,11,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:02.6,稍重,伊坂 重信,曇,馬齢,,
426(0),57.0,5  6  5  5,新潟,PASS_HTML,2000,2,pw01dud102023104359/F3,ヤマニンリンキング,11,大野 拓弥,36.1,１ 1/2,03,03,4,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:02.8,稍重,辻 哲英,曇,馬齢,,
454(+1),57.0,8  8  5  5,新潟,PASS_HTML,2000,3,pw01dud102023106461/7A,コスモアルペジオ,17,石橋 脩,36.2,クビ,03,03,5,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:02.9,稍重,鹿戸 雄一,曇,馬齢,,
458(0),57.0,17  17  10  10,新潟,PASS_HTML,2000,4,pw01dud102023102434/E7,グランフルス,5,菊沢 一樹,35.9,アタマ,03,03,10,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:02.9,稍重,矢野 英一,曇,馬齢,,
460(-2),55.0,15  14  2  2,新潟,PASS_HTML,2000,5,pw01dud102023103467/5F,エリュグレイス,3,戸崎 圭太,36.4,クビ,03,03,3,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:02.9,稍重,和田 勇介,曇,馬齢,,
532(-8),57.0,2  2  2  1,新潟,PASS_HTML,2000,6,pw01dud102023107340/A5,レッドレガリア,15,C.ルメール,36.5,ハナ,03,03,1,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:02.9,稍重,木村 哲也,曇,馬齢,,
454(+2),57.0,10  10  10  10,新潟,PASS_HTML,2000,7,pw01dud102023100534/3A,ヘルヴィッツ,9,小崎 綾也,36.0,１／２,03,03,13,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:03.0,稍重,柄崎 将寿,曇,馬齢,,
464(-4),57.0,13  14  5  5,新潟,PASS_HTML,2000,8,pw01dud102023102386/EC,ミリオングローリー,7,丸山 元気,36.5,１ 1/4,03,03,6,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:03.2,稍重,蛯名 正義,曇,馬齢,,
428(-2),57.0,16  16  14  14,新潟,PASS_HTML,2000,9,pw01dud102023106870/DB,イベリスアマラ,12,内田 博幸,35.9,ハナ,03,03,12,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:03.2,稍重,高橋 文雅,曇,馬齢,,
438(-7),57.0,14  12  2  2,新潟,PASS_HTML,2000,10,pw01dud102023106462/ED,マイネルアルゴー,14,柴田 大知,36.9,１ 1/4,03,03,17,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:03.4,稍重,清水 英克,曇,馬齢,,
494(+12),55.0,1  1  1  2,新潟,PASS_HTML,2000,11,pw01dud102023102843/48,ムーングレイル,2,△石神 深道,37.1,クビ,03,03,2,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,せん3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:03.5,稍重,森 一誠,曇,馬齢,,
416(-6),55.0,2  2  5  5,新潟,PASS_HTML,2000,12,pw01dud102023107385/24,ジーナグレイス,4,川須 栄彦,37.0,１ 1/2,03,03,8,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:03.7,稍重,田中 勝春,曇,馬齢,,
482(+2),57.0,11  12  17  17,新潟,PASS_HTML,2000,13,pw01dud102023102388/D2,ウィズアツインクル,1,武藤 雅,36.3,クビ,03,03,15,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:03.8,稍重,牧 光二,曇,馬齢,,
486(+6),55.0,8  8  10  13,新潟,PASS_HTML,2000,14,pw01dud102023104025/64,スイートハイデン,8,岩田 康誠,37.1,２,03,03,14,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:04.1,稍重,菊川 正達,曇,馬齢,,
430(-8),57.0,4  4  5  5,新潟,PASS_HTML,2000,15,pw01dud102023105014/D0,イノーマル,13,三浦 皇成,37.5,３／４,03,03,7,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:04.2,稍重,高柳 瑞樹,曇,馬齢,,
438(+16),55.0,5  5  14  15,新潟,PASS_HTML,2000,16,pw01dud102023100891/D4,レインボーワールド,6,野中 悠太郎,37.0,１／２,03,03,16,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:04.3,稍重,畠山 吉宏,曇,馬齢,,
474(+4),57.0,18  18  18  18,新潟,PASS_HTML,2000,17,pw01dud102023103845/1D,トーアシチフクジン,16,M.ミシェル,35.8,１ 1/4,03,03,9,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:04.5,稍重,村田 一誠,曇,馬齢,,
432(-2),55.0,11  11  14  15,新潟,PASS_HTML,2000,18,pw01dud102023103955/5E,ノブステップ,10,△石田 拓郎,37.5,２ 1/2,03,03,18,3歳,未勝利,2026-08-29,pw01sde1004202603031120260829,3歳未勝利,11,[指定],17時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031120260829%2F7D,芝,2:04.9,稍重,田中 勝春,曇,馬齢,,
464(+2),52.0,1  1,新潟,QUARANTINED_HTML:track_condition,1200,1,pw01dud102023106053/8C,ロンバスブレス,7,▲上里 直汰,37.2,,03,03,1.0,3歳,未勝利,2026-08-29,pw01sde1004202603031220260829,3歳未勝利,12,[指定],18時05分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031220260829%2F32,ダート,1:12.8,,石栗 龍彦,曇,馬齢,,
432(+4),55.0,3  3,新潟,QUARANTINED_HTML:track_condition,1200,2,pw01dud102023103226/4A,エリースノー,3,津村 明秀,37.2,２,03,03,2.0,3歳,未勝利,2026-08-29,pw01sde1004202603031220260829,3歳未勝利,12,[指定],18時05分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031220260829%2F32,ダート,1:13.1,,武市 康男,曇,馬齢,,
462(-2),53.0,2  2,新潟,QUARANTINED_HTML:track_condition,1200,3,pw01dud102023102925/3F,ライヴマティーニ,15,◇今村 聖奈,38.0,３ 1/2,03,03,5.0,3歳,未勝利,2026-08-29,pw01sde1004202603031220260829,3歳未勝利,12,[指定],18時05分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031220260829%2F32,ダート,1:13.7,,尾形 和幸,曇,馬齢,,
460(0),57.0,7  6,新潟,QUARANTINED_HTML:track_condition,1200,4,pw01dud102023102548/F4,テラシエスタ,13,小林 脩斗,37.6,１ 1/4,03,03,11.0,3歳,未勝利,2026-08-29,pw01sde1004202603031220260829,3歳未勝利,12,[指定],18時05分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031220260829%2F32,ダート,1:13.9,,黒岩 陽一,曇,馬齢,,
414(+2),53.0,7  8,新潟,QUARANTINED_HTML:track_condition,1200,5,pw01dud102023103779/E8,トリエンナーレ,14,△石神 深道,37.7,１／２,03,03,3.0,3歳,未勝利,2026-08-29,pw01sde1004202603031220260829,3歳未勝利,12,[指定],18時05分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031220260829%2F32,ダート,1:14.0,,森 一誠,曇,馬齢,,
470(+8),57.0,10  9,新潟,QUARANTINED_HTML:track_condition,1200,6,pw01dud102023105114/01,ガヤーズベース,10,野中 悠太郎,37.3,クビ,03,03,6.0,3歳,未勝利,2026-08-29,pw01sde1004202603031220260829,3歳未勝利,12,[指定],18時05分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031220260829%2F32,ダート,1:14.0,,田中 勝春,曇,馬齢,,
460(+4),55.0,6  6,新潟,QUARANTINED_HTML:track_condition,1200,7,pw01dud102023103126/19,ペイシャダンシング,6,原 優介,38.6,４,03,03,9.0,3歳,未勝利,2026-08-29,pw01sde1004202603031220260829,3歳未勝利,12,[指定],18時05分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031220260829%2F32,ダート,1:14.7,,粕谷 昌央,曇,馬齢,,
454(+6),55.0,3  3,新潟,QUARANTINED_HTML:track_condition,1200,8,pw01dud102023104607/50,チュラヴェール,4,大野 拓弥,38.9,１／２,03,03,4.0,3歳,未勝利,2026-08-29,pw01sde1004202603031220260829,3歳未勝利,12,[指定],18時05分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031220260829%2F32,ダート,1:14.8,,松山 将樹,曇,馬齢,,
394(-6),52.0,3  5,新潟,QUARANTINED_HTML:track_condition,1200,9,pw01dud102023104497/7E,ケイツーキップ,11,▲水沼 元輝,38.9,クビ,03,03,8.0,3歳,未勝利,2026-08-29,pw01sde1004202603031220260829,3歳未勝利,12,[指定],18時05分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031220260829%2F32,ダート,1:14.8,,清水 英克,曇,馬齢,,
454(-8),55.0,9  9,新潟,QUARANTINED_HTML:track_condition,1200,10,pw01dud102023106132/2A,ペイシャラム,1,江田 照男,38.4,アタマ,03,03,7.0,3歳,未勝利,2026-08-29,pw01sde1004202603031220260829,3歳未勝利,12,[指定],18時05分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031220260829%2F32,ダート,1:14.8,,菊川 正達,曇,馬齢,,
486(-2),57.0,12  11,新潟,QUARANTINED_HTML:track_condition,1200,11,pw01dud102023102530/4C,シカゴキャッツ,5,木幡 育也,37.5,５,03,03,12.0,3歳,未勝利,2026-08-29,pw01sde1004202603031220260829,3歳未勝利,12,[指定],18時05分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031220260829%2F32,ダート,1:15.6,,新開 幸一,曇,馬齢,,
442(-8),52.0,11  11,新潟,QUARANTINED_HTML:track_condition,1200,12,pw01dud102023104623/A4,リベラル,2,▲佐藤 翔馬,37.8,１／２,03,03,10.0,3歳,未勝利,2026-08-29,pw01sde1004202603031220260829,3歳未勝利,12,[指定],18時05分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031220260829%2F32,ダート,1:15.7,,小手川 準,曇,馬齢,,
444(+2),55.0,,新潟,QUARANTINED_HTML:track_condition,1200,除外,pw01dud102023100573/07,ブライティアロード,8,石橋 脩,,,03,03,,3歳,未勝利,2026-08-29,pw01sde1004202603031220260829,3歳未勝利,12,[指定],18時05分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031220260829%2F32,ダート,,,和田 正一郎,曇,馬齢,,
444(+6),55.0,,新潟,QUARANTINED_HTML:track_condition,1200,除外,pw01dud102023105554/05,サンシュノジンギ,9,△石田 拓郎,,,03,03,,3歳,未勝利,2026-08-29,pw01sde1004202603031220260829,3歳未勝利,12,[指定],18時05分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031220260829%2F32,ダート,,,奥村 武,曇,馬齢,,
542(-8),57.0,,新潟,QUARANTINED_HTML:track_condition,1200,除外,pw01dud102023106253/EE,カフェオドヴィー,12,杉原 誠人,,,03,03,,3歳,未勝利,2026-08-29,pw01sde1004202603031220260829,3歳未勝利,12,[指定],18時05分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031220260829%2F32,ダート,,,古賀 慎明,曇,馬齢,,
456(+4),60.0,7  7  3  3,新潟,PASS_HTML,2850,1,pw01dud102021100557/9B,オーサムストローク,9,草野 太郎,,,04,03,3.0,障害3歳以上,未勝利,2026-08-30,pw01sde1004202603040120260830,障害3歳以上未勝利,01,,9時40分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603040120260830%2F53,障害,3:03.2,良,伊藤 圭三,曇,定量,12.9,
502(+10),58.0,4  4  4  4,新潟,PASS_HTML,2850,2,pw01dud102021103555/82,ゴールデンステップ,13,高田 潤,,５,04,03,2.0,障害3歳以上,未勝利,2026-08-30,pw01sde1004202603040120260830,障害3歳以上未勝利,01,,9時40分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603040120260830%2F53,障害,3:04.0,良,和田 勇介,曇,定量,12.9,
484(+2),57.0,1  1  1  1,新潟,PASS_HTML,2850,3,pw01dud102022101532/B7,エポカスピーガ,6,▲井上 敏樹,,２,04,03,8.0,障害3歳以上,未勝利,2026-08-30,pw01sde1004202603040120260830,障害3歳以上未勝利,01,,9時40分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603040120260830%2F53,障害,3:04.3,良,田中 剛,曇,定量,12.9,
492(+8),60.0,2  2  2  2,新潟,PASS_HTML,2850,4,pw01dud102020103063/2B,マルディランダ,5,上野 翔,,７,04,03,1.0,障害3歳以上,未勝利,2026-08-30,pw01sde1004202603040120260830,障害3歳以上未勝利,01,,9時40分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603040120260830%2F53,障害,3:05.4,良,金成 貴史,曇,定量,13.0,
502(+2),58.0,6  6  5  5,新潟,PASS_HTML,2850,5,pw01dud102020103486/68,トラマンダーレ,11,△坂口 智康,,２,04,03,5.0,障害3歳以上,未勝利,2026-08-30,pw01sde1004202603040120260830,障害3歳以上未勝利,01,,9時40分,せん6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603040120260830%2F53,障害,3:05.7,良,浅利 英明,曇,定量,13.0,
472(+4),60.0,4  5  7  7,新潟,PASS_HTML,2850,6,pw01dud102019105197/B7,ブラックシールド,8,小牧 加矢太,,５,04,03,4.0,障害3歳以上,未勝利,2026-08-30,pw01sde1004202603040120260830,障害3歳以上未勝利,01,,9時40分,牡7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603040120260830%2F53,障害,3:06.5,良,小栗 実,曇,定量,13.1,
