body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_category,race_class,race_date,race_id,race_name,race_no,race_rule,rating,scheduled_start,sex_age,source_url,surface,time,track_condition,trainer,weather,weight_rule,平均1F,枠
442(+4),57.0,10  9,新潟,PASS_HTML,1800,1,pw01dud102023102504/E8,セーヌデローヴ,3,石川 裕紀人,33.0,,04,02,4,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:47.5,良,黒岩 陽一,曇,馬齢,,
418(-2),55.0,1  1,新潟,PASS_HTML,1800,2,pw01dud102023107385/24,ジーナグレイス,4,国分 恭介,34.0,１,04,02,16,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:47.6,良,田中 勝春,曇,馬齢,,
540(+20),57.0,7  9,新潟,PASS_HTML,1800,3,pw01dud102023107340/A5,レッドレガリア,7,戸崎 圭太,33.3,アタマ,04,02,1,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:47.6,良,木村 哲也,曇,馬齢,,
438(+6),57.0,7  6,新潟,PASS_HTML,1800,4,pw01dud102023103429/05,ナイトバード,1,荻野 極,33.6,３／４,04,02,6,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:47.8,良,中舘 英二,曇,馬齢,,
458(+4),57.0,17  18,新潟,PASS_HTML,1800,5,pw01dud102023103971/B2,フキョウワオン,17,三浦 皇成,32.9,３／４,04,02,5,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:47.9,良,勢司 和浩,曇,馬齢,,
442(0),55.0,15  15,新潟,PASS_HTML,1800,6,pw01dud102023103421/6D,プラネタリーアワー,16,菱田 裕二,33.1,アタマ,04,02,8,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:47.9,良,加藤 征弘,曇,馬齢,,
450(0),52.0,7  6,新潟,PASS_HTML,1800,7,pw01dud102023102715/CD,キタノアヤカ,14,▲上里 直汰,33.7,クビ,04,02,17,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:47.9,良,萱野 浩二,曇,馬齢,,
424(+2),55.0,10  9,新潟,PASS_HTML,1800,8,pw01dud102023106463/60,ラグアイリータ,2,菊沢 一樹,33.7,１ 1/2,04,02,7,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:48.2,良,岩戸 孝樹,曇,馬齢,,
444(-6),57.0,5  3,新潟,PASS_HTML,1800,9,pw01dud102023106255/D4,ニシノトップダノン,13,野中 悠太郎,34.2,クビ,04,02,11,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:48.2,良,松山 将樹,曇,馬齢,,
472(-2),57.0,3  3,新潟,PASS_HTML,1800,10,pw01dud102023100161/4D,ビップマリク,11,木幡 巧也,34.2,ハナ,04,02,10,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,せん3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:48.2,良,高柳 瑞樹,曇,馬齢,,
430(-2),55.0,5  6,新潟,PASS_HTML,1800,11,pw01dud102023101892/36,エクストラダーク,6,△石神 深道,34.0,ハナ,04,02,9,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:48.2,良,和田 雄二,曇,馬齢,,
410(0),55.0,17  15,新潟,PASS_HTML,1800,12,pw01dud102023103377/3E,アオゾラランチ,18,吉田 豊,33.6,１ 1/4,04,02,14,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:48.4,良,戸田 博文,曇,馬齢,,
380(-14),55.0,12  12,新潟,PASS_HTML,1800,13,pw01dud102023105231/F9,レーザーキック,10,原 優介,33.9,クビ,04,02,13,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:48.5,良,竹内 正洋,曇,馬齢,,
462(-8),55.0,14  14,新潟,PASS_HTML,1800,14,pw01dud102023105307/AC,チルチャンプ,5,津村 明秀,33.9,３／４,04,02,2,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:48.6,良,手塚 貴徳,曇,馬齢,,
426(-6),54.0,2  2,新潟,PASS_HTML,1800,15,pw01dud102023104349/E3,テンノルーキー,15,▲石田 拓郎,34.8,クビ,04,02,15,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:48.6,良,中舘 英二,曇,馬齢,,
474(+2),55.0,15  15,新潟,PASS_HTML,1800,16,pw01dud102023107051/95,カルダモン,12,丸山 元気,33.9,クビ,04,02,3,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:48.7,良,黒岩 陽一,曇,馬齢,,
446(+4),53.0,3  3,新潟,PASS_HTML,1800,17,pw01dud102023101298/C2,イバラヒメ,9,◇今村 聖奈,35.1,２ 1/2,04,02,12,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:49.1,良,新開 幸一,曇,馬齢,,
410(-4),55.0,12  12,新潟,PASS_HTML,1800,18,pw01dud102023107338/2D,ルビーサンセット,8,武藤 雅,35.0,３,04,02,18,3歳,未勝利,2026-08-02,pw01sde1004202602040520260802,3歳未勝利,05,[指定],,11時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040520260802%2F62,芝,1:49.6,良,柄崎 将寿,曇,馬齢,,
508(+22),57.0,2  2  2  1,新潟,QUARANTINED_HTML:track_condition,1800,1,pw01dud102023106974/D8,サトノクラシカル,9,津村 明秀,38.2,,04,02,1,3歳,未勝利,2026-08-02,pw01sde1004202602040420260802,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040420260802%2FAD,ダート,1:53.9,,宮田 敬介,曇,馬齢,,
468(+2),57.0,4  5  3  3,新潟,QUARANTINED_HTML:track_condition,1800,2,pw01dud102023106956/9E,サングラント,8,三浦 皇成,38.9,５,04,02,3,3歳,未勝利,2026-08-02,pw01sde1004202602040420260802,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040420260802%2FAD,ダート,1:54.8,,金成 貴史,曇,馬齢,,
478(0),57.0,11  11  11  11,新潟,QUARANTINED_HTML:track_condition,1800,3,pw01dud102023105319/A2,ネイティヴプライド,10,荻野 極,39.1,７,04,02,5,3歳,未勝利,2026-08-02,pw01sde1004202602040420260802,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040420260802%2FAD,ダート,1:55.9,,高木 登,曇,馬齢,,
470(-2),57.0,8  6  5  5,新潟,QUARANTINED_HTML:track_condition,1800,4,pw01dud102023100739/DB,ヤマタケボニータ,5,野中 悠太郎,39.9,３／４,04,02,9,3歳,未勝利,2026-08-02,pw01sde1004202602040420260802,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040420260802%2FAD,ダート,1:56.0,,萱野 浩二,曇,馬齢,,
462(-5),55.0,1  1  1  2,新潟,QUARANTINED_HTML:track_condition,1800,5,pw01dud102023104045/84,カミカクシ,4,大野 拓弥,40.6,１ 1/4,04,02,10,3歳,未勝利,2026-08-02,pw01sde1004202602040420260802,3歳未勝利,04,[指定],,11時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040420260802%2FAD,ダート,1:56.2,,竹内 正洋,曇,馬齢,,
562(+6),57.0,6  6  3  3,新潟,QUARANTINED_HTML:track_condition,1800,6,pw01dud102023107305/A4,グラムエッジ,11,武藤 雅,40.4,ハナ,04,02,8,3歳,未勝利,2026-08-02,pw01sde1004202602040420260802,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040420260802%2FAD,ダート,1:56.2,,手塚 貴久,曇,馬齢,,
516(-4),57.0,14  14  11  11,新潟,QUARANTINED_HTML:track_condition,1800,7,pw01dud102023106368/6E,ウォーレーションズ,13,菊沢 一樹,39.4,クビ,04,02,2,3歳,未勝利,2026-08-02,pw01sde1004202602040420260802,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040420260802%2FAD,ダート,1:56.3,,鈴木 慎太郎,曇,馬齢,,
496(+2),57.0,11  11  14  14,新潟,QUARANTINED_HTML:track_condition,1800,8,pw01dud102023105577/7E,グランフィエスタ,2,原 優介,38.9,１ 1/4,04,02,13,3歳,未勝利,2026-08-02,pw01sde1004202602040420260802,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040420260802%2FAD,ダート,1:56.5,,稲垣 幸雄,曇,馬齢,,
464(-2),57.0,15  15  15  14,新潟,QUARANTINED_HTML:track_condition,1800,9,pw01dud102023103473/A3,チャリティチャリス,1,小崎 綾也,38.8,３／４,04,02,14,3歳,未勝利,2026-08-02,pw01sde1004202602040420260802,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040420260802%2FAD,ダート,1:56.6,,浅利 英明,曇,馬齢,,
522(+4),54.0,4  3  5  6,新潟,QUARANTINED_HTML:track_condition,1800,10,pw01dud102023103438/A2,ツインドライヴ,3,▲石田 拓郎,40.7,１,04,02,4,3歳,未勝利,2026-08-02,pw01sde1004202602040420260802,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040420260802%2FAD,ダート,1:56.8,,新開 幸一,曇,馬齢,,
464(0),57.0,9  9  8  7,新潟,QUARANTINED_HTML:track_condition,1800,11,pw01dud102023104854/A9,ヤマメナイト,7,菱田 裕二,40.4,クビ,04,02,7,3歳,未勝利,2026-08-02,pw01sde1004202602040420260802,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040420260802%2FAD,ダート,1:56.8,,田島 俊明,曇,馬齢,,
452(+2),54.0,13  13  13  13,新潟,QUARANTINED_HTML:track_condition,1800,12,pw01dud102023100637/C4,ブリリアンス,6,▲佐藤 翔馬,39.5,アタマ,04,02,15,3歳,未勝利,2026-08-02,pw01sde1004202602040420260802,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040420260802%2FAD,ダート,1:56.8,,大和田 成,曇,馬齢,,
476(-6),57.0,9  9  8  7,新潟,QUARANTINED_HTML:track_condition,1800,13,pw01dud102023107425/F5,ジュングロワール,12,石川 裕紀人,41.0,３ 1/2,04,02,6,3歳,未勝利,2026-08-02,pw01sde1004202602040420260802,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040420260802%2FAD,ダート,1:57.4,,堀内 岳志,曇,馬齢,,
520(+4),57.0,3  3  5  7,新潟,QUARANTINED_HTML:track_condition,1800,14,pw01dud102023102159/B3,テルケンレンタッチ,15,石橋 脩,41.9,４,04,02,12,3歳,未勝利,2026-08-02,pw01sde1004202602040420260802,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040420260802%2FAD,ダート,1:58.0,,勢司 和浩,曇,馬齢,,
500(-10),57.0,7  6  8  7,新潟,QUARANTINED_HTML:track_condition,1800,15,pw01dud102023101970/61,アルティシエル,14,木幡 巧也,41.9,３／４,04,02,11,3歳,未勝利,2026-08-02,pw01sde1004202602040420260802,3歳未勝利,04,[指定],,11時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040420260802%2FAD,ダート,1:58.2,,辻 哲英,曇,馬齢,,
504(+2),58.0,6  7  5  6,新潟,QUARANTINED_HTML:track_condition,1800,1,pw01dud102022102965/F3,ブレトワルダ,1,津村 明秀,37.6,,04,02,3,3歳以上,2勝クラス,2026-08-02,pw01sde1004202602040620260802,苗場特別,06,（混合）（特指）,,15時10分,せん4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040620260802%2F17,ダート,1:52.4,,新開 幸一,曇,定量,,
448(0),56.0,2  2  2  2,新潟,QUARANTINED_HTML:track_condition,1800,2,pw01dud102022105925/80,フィールオーサム,10,荻野 極,38.4,２,04,02,1,3歳以上,2勝クラス,2026-08-02,pw01sde1004202602040620260802,苗場特別,06,（混合）（特指）,,15時10分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040620260802%2F17,ダート,1:52.7,,岩戸 孝樹,曇,定量,,
534(0),58.0,12  10  8  8,新潟,QUARANTINED_HTML:track_condition,1800,3,pw01dud102021101603/9F,ナイトスラッガー,5,田辺 裕信,37.6,３／４,04,02,6,3歳以上,2勝クラス,2026-08-02,pw01sde1004202602040620260802,苗場特別,06,（混合）（特指）,,15時10分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040620260802%2F17,ダート,1:52.8,,小手川 準,曇,定量,,
454(-8),58.0,14  14  14  13,新潟,QUARANTINED_HTML:track_condition,1800,4,pw01dud102022106427/60,ニシノケンタマン,11,今村 聖奈,37.1,１／２,04,02,8,3歳以上,2勝クラス,2026-08-02,pw01sde1004202602040620260802,苗場特別,06,（混合）（特指）,,15時10分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040620260802%2F17,ダート,1:52.9,,深山 雅史,曇,定量,,
484(+6),58.0,6  4  5  4,新潟,QUARANTINED_HTML:track_condition,1800,5,pw01dud102022105198/C1,ヘリオトロープ,6,戸崎 圭太,38.4,１ 1/2,04,02,2,3歳以上,2勝クラス,2026-08-02,pw01sde1004202602040620260802,苗場特別,06,（混合）（特指）,,15時10分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040620260802%2F17,ダート,1:53.2,,古賀 大生,曇,定量,,
486(+2),58.0,4  4  3  3,新潟,QUARANTINED_HTML:track_condition,1800,6,pw01dud102021104321/13,カレンワッツアップ,2,丸山 元気,38.8,１／２,04,02,9,3歳以上,2勝クラス,2026-08-02,pw01sde1004202602040620260802,苗場特別,06,（混合）（特指）,,15時10分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040620260802%2F17,ダート,1:53.3,,小林 真也,曇,定量,,
448(-6),55.0,8  7  8  8,新潟,QUARANTINED_HTML:track_condition,1800,7,pw01dud102023103701/E0,マッドゲイル,4,石橋 脩,38.6,２ 1/2,04,02,4,3歳以上,2勝クラス,2026-08-02,pw01sde1004202602040620260802,苗場特別,06,（混合）（特指）,,15時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040620260802%2F17,ダート,1:53.7,,上原 佑紀,曇,定量,,
534(-6),58.0,15  15  15  14,新潟,QUARANTINED_HTML:track_condition,1800,8,pw01dud102021105086/0E,フクチャントウメイ,9,菱田 裕二,37.6,ハナ,04,02,14,3歳以上,2勝クラス,2026-08-02,pw01sde1004202602040620260802,苗場特別,06,（混合）（特指）,,15時10分,せん5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040620260802%2F17,ダート,1:53.7,,加藤 征弘,曇,定量,,
498(+4),58.0,11  10  10  10,新潟,QUARANTINED_HTML:track_condition,1800,9,pw01dud102020102793/C3,ルーラーリッチ,7,野中 悠太郎,38.6,１ 1/4,04,02,13,3歳以上,2勝クラス,2026-08-02,pw01sde1004202602040620260802,苗場特別,06,（混合）（特指）,,15時10分,せん6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040620260802%2F17,ダート,1:53.9,,小島 茂之,曇,定量,,
526(+12),58.0,4  4  5  7,新潟,QUARANTINED_HTML:track_condition,1800,10,pw01dud102021105229/69,シーニックビュー,3,原 優介,39.3,２,04,02,11,3歳以上,2勝クラス,2026-08-02,pw01sde1004202602040620260802,苗場特別,06,（混合）（特指）,,15時10分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040620260802%2F17,ダート,1:54.2,,金成 貴史,曇,定量,,
510(+2),56.0,12  13  12  12,新潟,QUARANTINED_HTML:track_condition,1800,11,pw01dud102021110106/E2,エリカヴェネチア,13,菊沢 一樹,38.8,クビ,04,02,12,3歳以上,2勝クラス,2026-08-02,pw01sde1004202602040620260802,苗場特別,06,（混合）（特指）,,15時10分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040620260802%2F17,ダート,1:54.3,,吉岡 辰弥,曇,定量,,
452(+10),58.0,3  3  3  4,新潟,QUARANTINED_HTML:track_condition,1800,12,pw01dud102020105147/E6,ユイノマチブセ,12,木幡 初也,39.8,１,04,02,5,3歳以上,2勝クラス,2026-08-02,pw01sde1004202602040620260802,苗場特別,06,（混合）（特指）,,15時10分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040620260802%2F17,ダート,1:54.4,,竹内 正洋,曇,定量,,
496(-2),58.0,10  10  10  10,新潟,QUARANTINED_HTML:track_condition,1800,13,pw01dud102020106051/02,セザンワールド,8,小林 脩斗,39.1,アタマ,04,02,10,3歳以上,2勝クラス,2026-08-02,pw01sde1004202602040620260802,苗場特別,06,（混合）（特指）,,15時10分,せん6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040620260802%2F17,ダート,1:54.5,,蛯名 利弘,曇,定量,,
520(+4),58.0,1  1  1  1,新潟,QUARANTINED_HTML:track_condition,1800,14,pw01dud102022100650/33,ロードソルスティス,15,三浦 皇成,40.7,２ 1/2,04,02,7,3歳以上,2勝クラス,2026-08-02,pw01sde1004202602040620260802,苗場特別,06,（混合）（特指）,,15時10分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040620260802%2F17,ダート,1:54.9,,斎藤 誠,曇,定量,,
466(+6),58.0,8  7  13  15,新潟,QUARANTINED_HTML:track_condition,1800,15,pw01dud102021107266/2E,スプレーフォール,14,石田 拓郎,41.8,大差,04,02,15,3歳以上,2勝クラス,2026-08-02,pw01sde1004202602040620260802,苗場特別,06,（混合）（特指）,,15時10分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040620260802%2F17,ダート,1:57.4,,相沢 郁,曇,定量,,
460(+2),56.0,,新潟,PASS_HTML,1000,1,pw01dud102021107058/A2,ピューロマジック,6,田辺 裕信,31.7,レコード,04,02,1,3歳以上,オープン,2026-08-02,pw01sde1004202602040720260802,アイビスサマーダッシュ,07,（国際）（特指）,109,15時45分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040720260802%2FCC,芝,0:53.5,良,安田 翔伍,晴,別定,,
478(+4),57.0,,新潟,PASS_HTML,1000,2,pw01dud102021100157/D7,ロードトレイル,11,大野 拓弥,32.0,３,04,02,14,3歳以上,オープン,2026-08-02,pw01sde1004202602040720260802,アイビスサマーダッシュ,07,（国際）（特指）,102,15時45分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040720260802%2FCC,芝,0:54.0,良,藤岡 健一,晴,別定,,
556(+16),55.0,,新潟,PASS_HTML,1000,3,pw01dud102022100627/28,カウスリップ,4,津村 明秀,32.2,アタマ,04,02,10,3歳以上,オープン,2026-08-02,pw01sde1004202602040720260802,アイビスサマーダッシュ,07,（国際）（特指）,98,15時45分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040720260802%2FCC,芝,0:54.1,良,中舘 英二,晴,別定,,
520(0),57.0,,新潟,PASS_HTML,1000,4,pw01dud102020100896/6F,ビッグシーザー,17,荻野 極,32.0,１,04,02,4,3歳以上,オープン,2026-08-02,pw01sde1004202602040720260802,アイビスサマーダッシュ,07,（国際）（特指）,99,15時45分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040720260802%2FCC,芝,0:54.2,良,杉山 晴紀,晴,別定,,
514(+6),57.0,,新潟,PASS_HTML,1000,5,pw01dud102022110105/FB,アメリカンステージ,16,戸崎 圭太,32.3,３／４,04,02,2,3歳以上,オープン,2026-08-02,pw01sde1004202602040720260802,アイビスサマーダッシュ,07,（国際）（特指）,97,15時45分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040720260802%2FCC,芝,0:54.3,良,矢作 芳人,晴,別定,,
504(0),55.0,,新潟,PASS_HTML,1000,6,pw01dud102020101262/3C,エコロレジーナ,10,菊沢 一樹,32.1,１／２,04,02,3,3歳以上,オープン,2026-08-02,pw01sde1004202602040720260802,アイビスサマーダッシュ,07,（国際）（特指）,91,15時45分,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040720260802%2FCC,芝,0:54.4,良,菊沢 隆徳,晴,別定,,
504(-2),58.0,,新潟,PASS_HTML,1000,7,pw01dud102017101423/3A,ウイングレイテスト,1,松岡 正海,32.3,クビ,04,02,6,3歳以上,オープン,2026-08-02,pw01sde1004202602040720260802,アイビスサマーダッシュ,07,（国際）（特指）,96,15時45分,牡9,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040720260802%2FCC,芝,0:54.5,良,畠山 吉宏,晴,別定,,
500(+10),55.0,,新潟,PASS_HTML,1000,8,pw01dud102022100098/E5,ベルギューン,5,菱田 裕二,32.0,ハナ,04,02,12,3歳以上,オープン,2026-08-02,pw01sde1004202602040720260802,アイビスサマーダッシュ,07,（国際）（特指）,90,15時45分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040720260802%2FCC,芝,0:54.5,良,牧浦 充徳,晴,別定,,
500(+2),56.0,,新潟,PASS_HTML,1000,9,pw01dud102019103422/BD,テイエムスパーダ,13,国分 恭介,32.4,クビ,04,02,5,3歳以上,オープン,2026-08-02,pw01sde1004202602040720260802,アイビスサマーダッシュ,07,（国際）（特指）,91,15時45分,牝7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040720260802%2FCC,芝,0:54.5,良,小椋 研介,晴,別定,,
456(+4),57.0,,新潟,PASS_HTML,1000,10,pw01dud102020101419/73,ブーケファロス,14,石橋 脩,32.1,クビ,04,02,17,3歳以上,オープン,2026-08-02,pw01sde1004202602040720260802,アイビスサマーダッシュ,07,（国際）（特指）,92,15時45分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040720260802%2FCC,芝,0:54.6,良,清水 英克,晴,別定,,
480(-10),57.0,,新潟,PASS_HTML,1000,11,pw01dud102019110102/0B,デュガ,2,江田 照男,32.3,１／２,04,02,15,3歳以上,オープン,2026-08-02,pw01sde1004202602040720260802,アイビスサマーダッシュ,07,（国際）（特指）,90,15時45分,せん7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040720260802%2FCC,芝,0:54.7,良,森 秀行,晴,別定,,
488(-2),57.0,,新潟,PASS_HTML,1000,12,pw01dud102020106015/8E,バグラダス,7,杉原 誠人,32.0,ハナ,04,02,11,3歳以上,オープン,2026-08-02,pw01sde1004202602040720260802,アイビスサマーダッシュ,07,（国際）（特指）,90,15時45分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040720260802%2FCC,芝,0:54.7,良,嘉藤 貴行,晴,別定,,
470(0),57.0,,新潟,PASS_HTML,1000,13,pw01dud102018103205/08,クムシラコ,12,原 優介,32.2,アタマ,04,02,7,3歳以上,オープン,2026-08-02,pw01sde1004202602040720260802,アイビスサマーダッシュ,07,（国際）（特指）,90,15時45分,牡8,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040720260802%2FCC,芝,0:54.7,良,千葉 直人,晴,別定,,
510(+4),57.0,,新潟,PASS_HTML,1000,14,pw01dud102022104197/5F,カウンターセブン,9,三浦 皇成,32.1,１,04,02,9,3歳以上,オープン,2026-08-02,pw01sde1004202602040720260802,アイビスサマーダッシュ,07,（国際）（特指）,87,15時45分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040720260802%2FCC,芝,0:54.9,良,村田 一誠,晴,別定,,
434(0),55.0,,新潟,PASS_HTML,1000,15,pw01dud102020103049/BD,ミカッテヨンデイイ,3,小林 脩斗,32.1,クビ,04,02,16,3歳以上,オープン,2026-08-02,pw01sde1004202602040720260802,アイビスサマーダッシュ,07,（国際）（特指）,82,15時45分,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040720260802%2FCC,芝,0:54.9,良,室井 潔,晴,別定,,
490(+4),57.0,,新潟,PASS_HTML,1000,16,pw01dud102022107138/3F,アタリダイキチ,15,武藤 雅,31.8,１／２,04,02,13,3歳以上,オープン,2026-08-02,pw01sde1004202602040720260802,アイビスサマーダッシュ,07,（国際）（特指）,84,15時45分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602040720260802%2FCC,芝,0:55.0,良,西田 雄一郎,晴,別定,,
