body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_category,race_class,race_date,race_id,race_name,race_no,race_rule,rating,scheduled_start,sex_age,source_url,surface,time,track_condition,trainer,weather,weight_rule,平均1F,枠
500(+4),57.0,5  5  16  17,新潟,PASS_HTML,2400,16,pw01dud102023105330/B7,コスモメイウェザー,17,柴田 大知,41.1,大差,08,02,15,3歳,未勝利,2026-08-16,pw01sde1004202602080220260816,3歳未勝利,02,[指定],,10時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080220260816%2F5D,芝,2:32.0,良,高木 登,晴,馬齢,,
474(+2),53.0,12  12  9  16,新潟,PASS_HTML,2400,17,pw01dud102023103905/0E,メジロピオラ,16,◇今村 聖奈,43.1,１０,08,02,11,3歳,未勝利,2026-08-16,pw01sde1004202602080220260816,3歳未勝利,02,[指定],,10時10分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080220260816%2F5D,芝,2:33.6,良,武井 亮,晴,馬齢,,
522(+2),55.0,1  1,新潟,PASS_HTML,1800,1,pw01dud102023106960/FC,キシダンチョウ,10,津村 明秀,33.5,,08,02,2,3歳以上,1勝クラス,2026-08-16,pw01sde1004202602080520260816,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080520260816%2F7C,芝,1:46.8,良,吉岡 辰弥,晴,定量,,
476(+4),56.0,2  2,新潟,PASS_HTML,1800,2,pw01dud102021104173/E7,デイジー,12,田辺 裕信,33.6,１ 1/2,08,02,5,3歳以上,1勝クラス,2026-08-16,pw01sde1004202602080520260816,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080520260816%2F7C,芝,1:47.0,良,田中 勝春,晴,定量,,
446(+6),53.0,3  3,新潟,PASS_HTML,1800,3,pw01dud102023105650/6A,モントゥリエ,4,菊沢 一樹,33.4,ハナ,08,02,3,3歳以上,1勝クラス,2026-08-16,pw01sde1004202602080520260816,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080520260816%2F7C,芝,1:47.0,良,中舘 英二,晴,定量,,
462(0),55.0,9  9,新潟,PASS_HTML,1800,4,pw01dud102023105324/73,ダノンファンスター,6,戸崎 圭太,33.1,クビ,08,02,1,3歳以上,1勝クラス,2026-08-16,pw01sde1004202602080520260816,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080520260816%2F7C,芝,1:47.1,良,田中 博康,晴,定量,,
464(-4),55.0,11  11,新潟,PASS_HTML,1800,5,pw01dud102023102730/AE,ショウナンダイン,5,丸山 元気,33.0,１／２,08,02,7,3歳以上,1勝クラス,2026-08-16,pw01sde1004202602080520260816,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,せん3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080520260816%2F7C,芝,1:47.2,良,森 一誠,晴,定量,,
510(+10),58.0,3  3,新潟,PASS_HTML,1800,6,pw01dud102022104666/B1,カザンラク,11,三浦 皇成,33.6,アタマ,08,02,4,3歳以上,1勝クラス,2026-08-16,pw01sde1004202602080520260816,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080520260816%2F7C,芝,1:47.2,良,嘉藤 貴行,晴,定量,,
480(+6),56.0,3  5,新潟,PASS_HTML,1800,7,pw01dud102022106832/F5,コスモキャバリエ,9,△石神 深道,33.7,１ 1/4,08,02,6,3歳以上,1勝クラス,2026-08-16,pw01sde1004202602080520260816,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080520260816%2F7C,芝,1:47.4,良,室井 潔,晴,定量,,
484(-6),52.0,6  6,新潟,PASS_HTML,1800,8,pw01dud102023103552/41,ビルバンテ,2,▲石田 拓郎,33.5,クビ,08,02,10,3歳以上,1勝クラス,2026-08-16,pw01sde1004202602080520260816,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080520260816%2F7C,芝,1:47.4,良,蛯名 正義,晴,定量,,
484(-10),55.0,6  6,新潟,PASS_HTML,1800,9,pw01dud102022101498/98,クモヒトツナイ,3,▲佐藤 翔馬,33.5,アタマ,08,02,9,3歳以上,1勝クラス,2026-08-16,pw01sde1004202602080520260816,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080520260816%2F7C,芝,1:47.4,良,加藤 和宏,晴,定量,,
470(0),56.0,9  9,新潟,PASS_HTML,1800,10,pw01dud102022100106/A0,ペプロス,1,石橋 脩,33.5,１,08,02,11,3歳以上,1勝クラス,2026-08-16,pw01sde1004202602080520260816,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080520260816%2F7C,芝,1:47.6,良,矢野 英一,晴,定量,,
470(-2),55.0,6  6,新潟,PASS_HTML,1800,11,pw01dud102023104488/E1,コーディアリー,8,柴田 大知,33.8,クビ,08,02,8,3歳以上,1勝クラス,2026-08-16,pw01sde1004202602080520260816,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080520260816%2F7C,芝,1:47.6,良,天間 昭一,晴,定量,,
434(+6),56.0,11  11,新潟,PASS_HTML,1800,12,pw01dud102021101801/1B,ケイツールピア,7,松岡 正海,33.8,３,08,02,12,3歳以上,1勝クラス,2026-08-16,pw01sde1004202602080520260816,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080520260816%2F7C,芝,1:48.1,良,蛯名 利弘,晴,定量,,
486(初出走),53.0,5  5,新潟,PASS_HTML,1600,1,pw01dud102024106413/9C,トップレイアー,9,◇今村 聖奈,33.0,,08,02,2,2歳,新馬,2026-08-16,pw01sde1004202602080420260816,メイクデビュー新潟,04,[指定],,11時10分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080420260816%2FC7,芝,1:34.3,良,大久保 龍志,晴,馬齢,,
446(初出走),55.0,3  3,新潟,PASS_HTML,1600,2,pw01dud102024105759/32,ロインクロス,4,田辺 裕信,33.6,１ 3/4,08,02,3,2歳,新馬,2026-08-16,pw01sde1004202602080420260816,メイクデビュー新潟,04,[指定],,11時10分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080420260816%2FC7,芝,1:34.6,良,中舘 英二,晴,馬齢,,
480(初出走),55.0,1  1,新潟,PASS_HTML,1600,3,pw01dud102024102735/79,ヨドノプレミアム,5,吉田 豊,34.3,２,08,02,9,2歳,新馬,2026-08-16,pw01sde1004202602080420260816,メイクデビュー新潟,04,[指定],,11時10分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080420260816%2FC7,芝,1:34.9,良,菊川 正達,晴,馬齢,,
470(初出走),55.0,8  8,新潟,PASS_HTML,1600,4,pw01dud102024106621/28,マルスレジーナ,11,戸崎 圭太,33.2,１／２,08,02,1,2歳,新馬,2026-08-16,pw01sde1004202602080420260816,メイクデビュー新潟,04,[指定],,11時10分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080420260816%2FC7,芝,1:35.0,良,森 一誠,晴,馬齢,,
416(初出走),55.0,10  10,新潟,PASS_HTML,1600,5,pw01dud102024102782/70,ビップラージャ,2,江田 照男,33.1,１／２,08,02,10,2歳,新馬,2026-08-16,pw01sde1004202602080420260816,メイクデビュー新潟,04,[指定],,11時10分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080420260816%2FC7,芝,1:35.1,良,嘉藤 貴行,晴,馬齢,,
486(初出走),55.0,3  3,新潟,PASS_HTML,1600,6,pw01dud102024106361/D5,ダノンアズール,7,丸山 元気,34.4,１ 3/4,08,02,7,2歳,新馬,2026-08-16,pw01sde1004202602080420260816,メイクデビュー新潟,04,[指定],,11時10分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080420260816%2FC7,芝,1:35.4,良,茶木 太樹,晴,馬齢,,
444(初出走),55.0,10  10,新潟,PASS_HTML,1600,7,pw01dud102024102097/68,パープルタウン,10,津村 明秀,33.8,２,08,02,6,2歳,新馬,2026-08-16,pw01sde1004202602080420260816,メイクデビュー新潟,04,[指定],,11時10分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080420260816%2FC7,芝,1:35.8,良,鈴木 慎太郎,晴,馬齢,,
480(初出走),55.0,8  8,新潟,PASS_HTML,1600,8,pw01dud102024101781/0E,アルティシモ,1,三浦 皇成,34.3,１ 1/4,08,02,5,2歳,新馬,2026-08-16,pw01sde1004202602080420260816,メイクデビュー新潟,04,[指定],,11時10分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080420260816%2FC7,芝,1:36.0,良,和田 正一郎,晴,馬齢,,
480(初出走),55.0,2  2,新潟,PASS_HTML,1600,9,pw01dud102024104688/CF,リキマル,6,藤懸 貴志,35.3,クビ,08,02,8,2歳,新馬,2026-08-16,pw01sde1004202602080420260816,メイクデビュー新潟,04,[指定],,11時10分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080420260816%2FC7,芝,1:36.0,良,青木 孝文,晴,馬齢,,
442(初出走),55.0,5  7,新潟,PASS_HTML,1600,10,pw01dud102024106071/52,リアスブルー,12,菊沢 一樹,34.7,３／４,08,02,4,2歳,新馬,2026-08-16,pw01sde1004202602080420260816,メイクデビュー新潟,04,[指定],,11時10分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080420260816%2FC7,芝,1:36.2,良,菊沢 隆徳,晴,馬齢,,
452(初出走),55.0,5  5,新潟,PASS_HTML,1600,11,pw01dud102024100566/DC,ノーブルミント,8,木幡 初也,35.7,５,08,02,12,2歳,新馬,2026-08-16,pw01sde1004202602080420260816,メイクデビュー新潟,04,[指定],,11時10分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080420260816%2FC7,芝,1:37.0,良,粕谷 昌央,晴,馬齢,,
452(初出走),55.0,13  13,新潟,PASS_HTML,1600,12,pw01dud102024106768/BE,ラヴレイン,3,小崎 綾也,34.2,アタマ,08,02,11,2歳,新馬,2026-08-16,pw01sde1004202602080420260816,メイクデビュー新潟,04,[指定],,11時10分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080420260816%2FC7,芝,1:37.0,良,松山 将樹,晴,馬齢,,
478(初出走),55.0,12  12,新潟,PASS_HTML,1600,13,pw01dud102024105344/1F,コスモデュアリズム,13,松岡 正海,35.1,２ 1/2,08,02,13,2歳,新馬,2026-08-16,pw01sde1004202602080420260816,メイクデビュー新潟,04,[指定],,11時10分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080420260816%2FC7,芝,1:37.4,良,伊藤 伸一,晴,馬齢,,
550(-6),56.0,,新潟,PASS_HTML,1000,1,pw01dud102022100627/28,カウスリップ,8,津村 明秀,32.3,,08,02,1,3歳以上,3勝クラス,2026-08-16,pw01sde1004202602080620260816,稲妻ステークス,06,（混合）（特指）,,14時50分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080620260816%2F31,芝,0:54.0,良,中舘 英二,晴,定量,,
494(+4),58.0,,新潟,PASS_HTML,1000,2,pw01dud102021103155/BE,メイショウキルギス,9,川須 栄彦,32.8,４,08,02,5,3歳以上,3勝クラス,2026-08-16,pw01sde1004202602080620260816,稲妻ステークス,06,（混合）（特指）,,14時50分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080620260816%2F31,芝,0:54.7,良,高橋 亮,晴,定量,,
492(-2),58.0,,新潟,PASS_HTML,1000,3,pw01dud102018100442/84,モーデン,11,丸山 元気,32.4,クビ,08,02,4,3歳以上,3勝クラス,2026-08-16,pw01sde1004202602080620260816,稲妻ステークス,06,（混合）（特指）,,14時50分,牡8,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080620260816%2F31,芝,0:54.7,良,加藤 公太,晴,定量,,
456(-2),56.0,,新潟,PASS_HTML,1000,4,pw01dud102022102514/6C,ベイビーキッス,6,菊沢 一樹,33.2,２,08,02,2,3歳以上,3勝クラス,2026-08-16,pw01sde1004202602080620260816,稲妻ステークス,06,（混合）（特指）,,14時50分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080620260816%2F31,芝,0:55.0,良,青木 孝文,晴,定量,,
494(-2),56.0,,新潟,PASS_HTML,1000,5,pw01dud102021105334/6B,トーアアイギス,1,江田 照男,32.8,クビ,08,02,12,3歳以上,3勝クラス,2026-08-16,pw01sde1004202602080620260816,稲妻ステークス,06,（混合）（特指）,,14時50分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080620260816%2F31,芝,0:55.1,良,村田 一誠,晴,定量,,
486(-4),58.0,,新潟,PASS_HTML,1000,6,pw01dud102021100792/FE,スコーピオン,3,武藤 雅,33.0,１ 1/2,08,02,9,3歳以上,3勝クラス,2026-08-16,pw01sde1004202602080620260816,稲妻ステークス,06,（混合）（特指）,,14時50分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080620260816%2F31,芝,0:55.3,良,武藤 善則,晴,定量,,
500(+2),58.0,,新潟,PASS_HTML,1000,7,pw01dud102020103284/20,トールキン,13,三浦 皇成,32.8,ハナ,08,02,6,3歳以上,3勝クラス,2026-08-16,pw01sde1004202602080620260816,稲妻ステークス,06,（混合）（特指）,,14時50分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080620260816%2F31,芝,0:55.3,良,橋田 宜長,晴,定量,,
498(+10),58.0,,新潟,PASS_HTML,1000,8,pw01dud102022110108/54,エコロジーク,5,戸崎 圭太,33.5,１／２,08,02,7,3歳以上,3勝クラス,2026-08-16,pw01sde1004202602080620260816,稲妻ステークス,06,（混合）（特指）,,14時50分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080620260816%2F31,芝,0:55.4,良,森 秀行,晴,定量,,
474(0),56.0,,新潟,PASS_HTML,1000,9,pw01dud102021100356/C6,クールベイビー,10,石橋 脩,33.9,３／４,08,02,3,3歳以上,3勝クラス,2026-08-16,pw01sde1004202602080620260816,稲妻ステークス,06,（混合）（特指）,,14時50分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080620260816%2F31,芝,0:55.5,良,矢野 英一,晴,定量,,
442(-6),56.0,,新潟,PASS_HTML,1000,10,pw01dud102021104365/1F,リュウノタブーク,2,小崎 綾也,32.6,ハナ,08,02,13,3歳以上,3勝クラス,2026-08-16,pw01sde1004202602080620260816,稲妻ステークス,06,（混合）（特指）,,14時50分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080620260816%2F31,芝,0:55.5,良,伊坂 重信,晴,定量,,
450(+6),56.0,,新潟,PASS_HTML,1000,11,pw01dud102022100648/BB,クーデール,7,藤懸 貴志,33.6,１,08,02,10,3歳以上,3勝クラス,2026-08-16,pw01sde1004202602080620260816,稲妻ステークス,06,（混合）（特指）,,14時50分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080620260816%2F31,芝,0:55.7,良,坂口 智康,晴,定量,,
466(0),58.0,,新潟,PASS_HTML,1000,12,pw01dud102018103926/F2,ショウナンラスボス,4,野中 悠太郎,33.1,１ 1/2,08,02,11,3歳以上,3勝クラス,2026-08-16,pw01sde1004202602080620260816,稲妻ステークス,06,（混合）（特指）,,14時50分,牡8,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080620260816%2F31,芝,0:55.9,良,奥村 武,晴,定量,,
448(+8),58.0,,新潟,PASS_HTML,1000,13,pw01dud102022105537/B2,ポッドソル,12,今村 聖奈,33.4,ハナ,08,02,8,3歳以上,3勝クラス,2026-08-16,pw01sde1004202602080620260816,稲妻ステークス,06,（混合）（特指）,,14時50分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080620260816%2F31,芝,0:55.9,良,手塚 貴徳,晴,定量,,
500(+10),56.0,2  2,新潟,QUARANTINED_HTML:track_condition,1200,1,pw01dud102021103812/7C,ワイワイレジェンド,11,田辺 裕信,36.7,,08,02,6,3歳以上,オープン,2026-08-16,pw01sde1004202602080720260816,NST賞,07,（国際）（特指）,102,15時25分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080720260816%2FE6,ダート,1:10.4,,前川 恭子,晴,ハンデ,,
472(+6),55.0,7  7,新潟,QUARANTINED_HTML:track_condition,1200,2,pw01dud102021100161/35,ロードフロンティア,6,川須 栄彦,35.9,１ 1/2,08,02,5,3歳以上,オープン,2026-08-16,pw01sde1004202602080720260816,NST賞,07,（国際）（特指）,96,15時25分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080720260816%2FE6,ダート,1:10.6,,松下 武士,晴,ハンデ,,
506(0),55.0,1  1,新潟,QUARANTINED_HTML:track_condition,1200,3,pw01dud102021100768/80,ジョーローリット,10,武藤 雅,37.2,１ 1/2,08,02,4,3歳以上,オープン,2026-08-16,pw01sde1004202602080720260816,NST賞,07,（国際）（特指）,93,15時25分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080720260816%2FE6,ダート,1:10.9,,中竹 和也,晴,ハンデ,,
494(-6),58.0,6  5,新潟,QUARANTINED_HTML:track_condition,1200,4,pw01dud102020106557/A9,コンクイスタ,5,津村 明秀,36.4,ハナ,08,02,1,3歳以上,オープン,2026-08-16,pw01sde1004202602080720260816,NST賞,07,（国際）（特指）,99,15時25分,せん6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080720260816%2FE6,ダート,1:10.9,,吉岡 辰弥,晴,ハンデ,,
524(+6),56.0,12  12,新潟,QUARANTINED_HTML:track_condition,1200,5,pw01dud102020102843/A4,アッチャゴーラ,7,小崎 綾也,35.7,１,08,02,7,3歳以上,オープン,2026-08-16,pw01sde1004202602080720260816,NST賞,07,（国際）（特指）,93,15時25分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080720260816%2FE6,ダート,1:11.1,,浅利 英明,晴,ハンデ,,
484(+2),54.0,3  3,新潟,QUARANTINED_HTML:track_condition,1200,6,pw01dud102022110142/E2,ファムエレガンテ,2,菊沢 一樹,37.3,１,08,02,3,3歳以上,オープン,2026-08-16,pw01sde1004202602080720260816,NST賞,07,（国際）（特指）,87,15時25分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080720260816%2FE6,ダート,1:11.2,,中村 直也,晴,ハンデ,,
466(+14),54.0,10  9,新潟,QUARANTINED_HTML:track_condition,1200,7,pw01dud102022104972/88,スリーピース,3,今村 聖奈,36.3,１ 3/4,08,02,11,3歳以上,オープン,2026-08-16,pw01sde1004202602080720260816,NST賞,07,（国際）（特指）,83,15時25分,せん4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080720260816%2FE6,ダート,1:11.5,,武井 亮,晴,ハンデ,,
478(+2),53.0,15  14,新潟,QUARANTINED_HTML:track_condition,1200,8,pw01dud102019104385/34,カンパニョーラ,14,吉田 豊,35.8,アタマ,08,02,10,3歳以上,オープン,2026-08-16,pw01sde1004202602080720260816,NST賞,07,（国際）（特指）,81,15時25分,牝7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080720260816%2FE6,ダート,1:11.5,,伊坂 重信,晴,ハンデ,,
498(-6),57.5,10  9,新潟,QUARANTINED_HTML:track_condition,1200,9,pw01dud102021106601/64,ヤマニンアルリフラ,9,戸崎 圭太,36.5,３／４,08,02,2,3歳以上,オープン,2026-08-16,pw01sde1004202602080720260816,NST賞,07,（国際）（特指）,88,15時25分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080720260816%2FE6,ダート,1:11.6,,斉藤 崇史,晴,ハンデ,,
440(-10),53.0,14  13,新潟,QUARANTINED_HTML:track_condition,1200,10,pw01dud102021100895/88,サフランヒーロー,4,石神 深道,36.2,クビ,08,02,15,3歳以上,オープン,2026-08-16,pw01sde1004202602080720260816,NST賞,07,（国際）（特指）,78,15時25分,せん5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080720260816%2FE6,ダート,1:11.7,,森 一誠,晴,ハンデ,,
510(-2),55.0,4  4,新潟,QUARANTINED_HTML:track_condition,1200,11,pw01dud102021104830/A5,グロリアラウス,15,石橋 脩,37.8,１ 1/4,08,02,8,3歳以上,オープン,2026-08-16,pw01sde1004202602080720260816,NST賞,07,（国際）（特指）,79,15時25分,せん5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080720260816%2FE6,ダート,1:11.9,,斉藤 崇史,晴,ハンデ,,
472(-6),55.0,5  5,新潟,QUARANTINED_HTML:track_condition,1200,12,pw01dud102021110056/01,エコロガイア,1,江田 照男,38.4,５,08,02,12,3歳以上,オープン,2026-08-16,pw01sde1004202602080720260816,NST賞,07,（国際）（特指）,68,15時25分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080720260816%2FE6,ダート,1:12.7,,森 秀行,晴,ハンデ,,
550(+8),55.0,7  8,新潟,QUARANTINED_HTML:track_condition,1200,13,pw01dud102020103277/69,ダノンタッチダウン,13,三浦 皇成,38.0,１／２,08,02,13,3歳以上,オープン,2026-08-16,pw01sde1004202602080720260816,NST賞,07,（国際）（特指）,67,15時25分,せん6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080720260816%2FE6,ダート,1:12.8,,堀 宣行,晴,ハンデ,,
502(-4),55.0,12  14,新潟,QUARANTINED_HTML:track_condition,1200,14,pw01dud102021110069/6A,エスカル,12,丸山 元気,37.6,１ 1/4,08,02,9,3歳以上,オープン,2026-08-16,pw01sde1004202602080720260816,NST賞,07,（国際）（特指）,64,15時25分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080720260816%2FE6,ダート,1:13.0,,森 秀行,晴,ハンデ,,
488(0),56.0,9  9,新潟,QUARANTINED_HTML:track_condition,1200,15,pw01dud102020110106/56,アドバンスファラオ,8,松岡 正海,38.4,２,08,02,14,3歳以上,オープン,2026-08-16,pw01sde1004202602080720260816,NST賞,07,（国際）（特指）,62,15時25分,せん6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080720260816%2FE6,ダート,1:13.3,,森 秀行,晴,ハンデ,,
496(0),58.0,3  4  3  3,新潟,PASS_HTML,2850,1,pw01dud102018105199/11,ビジューブリランテ,5,△坂口 智康,,,08,02,3,障害3歳以上,未勝利,2026-08-16,pw01sde1004202602080920260816,障害3歳以上未勝利,09,（混合）,,16時40分,せん8,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080920260816%2F50,障害,3:05.0,良,浅利 英明,晴,定量,13.0,
486(+2),60.0,1  1  1  1,新潟,PASS_HTML,2850,2,pw01dud102021110065/9E,メイショウトム,4,難波 剛健,,１,08,02,6,障害3歳以上,未勝利,2026-08-16,pw01sde1004202602080920260816,障害3歳以上未勝利,09,（混合）,,16時40分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080920260816%2F50,障害,3:05.2,良,谷 潔,晴,定量,13.0,
458(-6),60.0,8  8  7  6,新潟,PASS_HTML,2850,3,pw01dud102022102387/D3,プレミアブルー,12,中村 将之,,１ 1/4,08,02,9,障害3歳以上,未勝利,2026-08-16,pw01sde1004202602080920260816,障害3歳以上未勝利,09,（混合）,,16時40分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080920260816%2F50,障害,3:05.4,良,菊川 正達,晴,定量,13.0,
498(+6),60.0,7  7  6  6,新潟,PASS_HTML,2850,4,pw01dud102018101010/99,アウスヴァール,2,森 一馬,,クビ,08,02,2,障害3歳以上,未勝利,2026-08-16,pw01sde1004202602080920260816,障害3歳以上未勝利,09,（混合）,,16時40分,せん8,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080920260816%2F50,障害,3:05.4,良,昆 貢,晴,定量,13.0,
496(-10),60.0,4  5  4  4,新潟,PASS_HTML,2850,5,pw01dud102020102976/5E,ノーブルクライ,6,五十嵐 雄祐,,クビ,08,02,1,障害3歳以上,未勝利,2026-08-16,pw01sde1004202602080920260816,障害3歳以上未勝利,09,（混合）,,16時40分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080920260816%2F50,障害,3:05.5,良,中舘 英二,晴,定量,13.0,
444(-2),57.0,4  2  2  2,新潟,PASS_HTML,2850,6,pw01dud102022100737/69,セイウンビッグバン,9,▲水沼 元輝,,１／２,08,02,5,障害3歳以上,未勝利,2026-08-16,pw01sde1004202602080920260816,障害3歳以上未勝利,09,（混合）,,16時40分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080920260816%2F50,障害,3:05.6,良,萱野 浩二,晴,定量,13.0,
492(0),60.0,6  5  4  4,新潟,PASS_HTML,2850,7,pw01dud102021105646/F4,タイセイレスポンス,11,小牧 加矢太,,４,08,02,4,障害3歳以上,未勝利,2026-08-16,pw01sde1004202602080920260816,障害3歳以上未勝利,09,（混合）,,16時40分,せん5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080920260816%2F50,障害,3:06.3,良,安田 翔伍,晴,定量,13.1,
484(+14),60.0,9  9  8  8,新潟,PASS_HTML,2850,8,pw01dud102022105347/60,ジロラータ,3,草野 太郎,,２ 1/2,08,02,8,障害3歳以上,未勝利,2026-08-16,pw01sde1004202602080920260816,障害3歳以上未勝利,09,（混合）,,16時40分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080920260816%2F50,障害,3:06.7,良,久保田 貴士,晴,定量,13.1,
512(-6),60.0,2  2  9  9,新潟,PASS_HTML,2850,9,pw01dud102021103770/C5,スペイドアン,7,上野 翔,,大差,08,02,7,障害3歳以上,未勝利,2026-08-16,pw01sde1004202602080920260816,障害3歳以上未勝利,09,（混合）,,16時40分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080920260816%2F50,障害,3:12.1,良,加藤 士津八,晴,定量,13.5,
454(+16),58.0,,新潟,PASS_HTML,2850,中止,pw01dud102022106116/4A,ラッキーダンス,1,江田 勇亮,,,08,02,12,障害3歳以上,未勝利,2026-08-16,pw01sde1004202602080920260816,障害3歳以上未勝利,09,（混合）,,16時40分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602080920260816%2F50,障害,,良,新開 幸一,晴,定量,,
