body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_date,race_id,race_name,race_no,rating,sex_age,source_url,surface,time,trainer,平均1F,枠
442(+12),56.0,5  6,小倉,PASS_HTML,000,12,pw01dud102020100914/3A,リーゼントミニー,6,佐々木 大輔,36.6,クビ,03,01,6,2025-02-01,pw01sde1010202501031020250201,レース結果　JRA,10,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031020250201%2FE2,ダート,0:59.3,矢嶋 大樹,,
454(-2),56.0,8  11,小倉,PASS_HTML,000,13,pw01dud102020104129/BD,バサラ,1,菊沢 一樹,36.2,クビ,03,01,11,2025-02-01,pw01sde1010202501031020250201,レース結果　JRA,10,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031020250201%2FE2,ダート,0:59.3,伊藤 圭三,,
434(+2),56.0,3  4,小倉,PASS_HTML,000,14,pw01dud102021102709/71,セッテイロク,12,丹内 祐次,37.7,５,03,01,7,2025-02-01,pw01sde1010202501031020250201,レース結果　JRA,10,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031020250201%2FE2,ダート,1:00.2,竹内 正洋,,
474(+4),54.0,4  4,小倉,PASS_HTML,200,1,pw01dud102021101924/C5,フィオライア,9,国分 恭介,36.3,,03,01,2,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:10.0,西園 正都,,
446(0),53.0,17  15,小倉,PASS_HTML,200,2,pw01dud102019105760/88,シュヴェルトライテ,13,藤懸 貴志,35.3,１／２,03,01,16,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:10.1,池上 昌和,,
516(-4),52.0,1  1,小倉,PASS_HTML,200,3,pw01dud102019102786/8D,ウォータールグラン,15,古川 吉洋,37.2,クビ,03,01,7,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:10.2,河内 洋,,
486(-2),54.0,6  6,小倉,PASS_HTML,200,4,pw01dud102021100157/D7,ロードトレイル,6,高杉 吏麒,36.6,１ 1/4,03,01,11,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:10.4,藤岡 健一,,
496(+6),55.0,11  8,小倉,PASS_HTML,200,5,pw01dud102020105484/60,ニシノコウダイ,4,佐々木 大輔,36.2,ハナ,03,01,6,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:10.4,長谷川 浩大,,
468(0),56.0,15  11,小倉,PASS_HTML,200,6,pw01dud102018103406/DD,トーホウディアス,16,角田 大和,35.8,ハナ,03,01,12,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牡7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:10.4,小栗 実,,
446(0),54.0,11  11,小倉,PASS_HTML,200,7,pw01dud102021105242/64,シカゴスティング,3,菱田 裕二,36.2,アタマ,03,01,4,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:10.4,庄野 靖志,,
480(+4),56.0,14  15,小倉,PASS_HTML,200,8,pw01dud102020105365/82,ドーバーホーク,14,荻野 極,36.0,３／４,03,01,10,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:10.5,清水 英克,,
508(-8),57.0,2  2,小倉,PASS_HTML,200,9,pw01dud102021110132/46,ジャスパーノワール,17,中井 裕二,37.3,クビ,03,01,8,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:10.5,森 秀行,,
462(+14),55.0,3  3,小倉,PASS_HTML,200,10,pw01dud102021103092/74,ナムラローズマリー,10,丹内 祐次,37.1,クビ,03,01,1,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:10.6,羽月 友彦,,
436(-8),51.0,18  18,小倉,PASS_HTML,200,11,pw01dud102018106389/52,メイショウツツジ,8,川端 海翼,35.6,ハナ,03,01,18,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牝7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:10.6,木原 一良,,
458(+4),53.0,15  15,小倉,PASS_HTML,200,12,pw01dud102019103897/30,ハピネスアゲン,2,小林 脩斗,36.1,１／２,03,01,5,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:10.7,萱野 浩二,,
470(-2),55.0,8  7,小倉,PASS_HTML,200,13,pw01dud102019106184/3D,カフジテトラゴン,5,高倉 稜,37.1,１ 3/4,03,01,9,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:11.0,武 英智,,
466(+2),53.0,11  11,小倉,PASS_HTML,200,14,pw01dud102020103238/9C,オックスリップ,18,泉谷 楓真,36.8,クビ,03,01,14,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:11.0,杉山 晴紀,,
482(-14),53.0,6  5,小倉,PASS_HTML,200,15,pw01dud102019102041/B7,アドヴァイス,1,田中 健,37.4,１ 1/4,03,01,15,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:11.2,中村 直也,,
506(+8),54.0,8  11,小倉,PASS_HTML,200,16,pw01dud102020102971/1F,サトノグレイト,7,永島 まなみ,37.9,４,03,01,17,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,せん5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:11.9,中竹 和也,,
450(-8),54.0,8  8,小倉,PASS_HTML,200,17,pw01dud102020105539/80,タガノシャーンス,12,丸山 元気,39.4,８,03,01,3,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:13.3,中尾 秀正,,
484(0),53.0,4  8,小倉,PASS_HTML,200,18,pw01dud102021101535/84,ヨーカイディスコ,11,斎藤 新,40.0,２ 1/2,03,01,13,2025-02-01,pw01sde1010202501031120250201,レース結果　JRA,11,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031120250201%2F97,芝,1:13.7,斎藤 誠,,
484(+16),55.0,1  1,小倉,PASS_HTML,200,1,pw01dud102020104780/38,ラホーヤストーム,5,☆高杉 吏麒,36.7,,03,01,5,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:11.1,藤野 健太,,
462(+20),54.0,8  4,小倉,PASS_HTML,200,2,pw01dud102020102208/7D,マテンロウアネモス,18,△小林 脩斗,36.6,１ 3/4,03,01,12,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:11.4,久保田 貴士,,
450(+16),56.0,3  4,小倉,PASS_HTML,200,3,pw01dud102021104998/CE,ブルーアイドガール,7,丹内 祐次,36.7,アタマ,03,01,1,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:11.4,吉岡 辰弥,,
462(0),52.0,11  10,小倉,PASS_HTML,200,4,pw01dud102021106586/F2,ラブカムーン,9,★河原田 菜々,36.5,１／２,03,01,6,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:11.5,千田 輝彦,,
482(+6),55.0,17  17,小倉,PASS_HTML,200,5,pw01dud102021105175/BC,セントキルダ,15,▲古川 奈穂,36.0,１／２,03,01,11,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:11.6,音無 秀孝,,
458(0),56.0,8  8,小倉,PASS_HTML,200,6,pw01dud102021103075/AD,メイショウヤマモモ,6,角田 大和,36.7,１／２,03,01,3,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:11.6,高橋 亮,,
456(-2),56.0,11  13,小倉,PASS_HTML,200,7,pw01dud102020100795/CB,ベルタソ,8,鮫島 克駿,36.7,クビ,03,01,7,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:11.7,小崎 憲,,
406(-8),56.0,3  3,小倉,PASS_HTML,200,8,pw01dud102020101229/21,レディメローラ,13,丸山 元気,37.0,ハナ,03,01,4,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:11.7,北出 成人,,
412(+12),56.0,2  2,小倉,PASS_HTML,200,9,pw01dud102021102054/2B,ルクスパラディ,14,荻野 極,37.2,ハナ,03,01,14,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:11.7,上原 佑紀,,
424(-4),56.0,15  14,小倉,PASS_HTML,200,10,pw01dud102020103261/A7,アウクソー,17,秋山 稔樹,36.5,３／４,03,01,13,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:11.9,平田 修,,
474(+2),53.0,3  4,小倉,PASS_HTML,200,11,pw01dud102021100362/0A,ホウオウドルーリー,4,▲柴田 裕一郎,37.4,１,03,01,2,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:12.0,宮 徹,,
396(-8),54.0,15  14,小倉,PASS_HTML,200,12,pw01dud102020106821/5A,ピースフルナイト,12,◇永島 まなみ,36.8,１ 1/4,03,01,9,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:12.2,高野 友和,,
468(+12),55.0,17  17,小倉,PASS_HTML,200,13,pw01dud102019105172/58,エスペラント,3,▲石田 拓郎,36.6,クビ,03,01,10,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,せん6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:12.3,武藤 善則,,
464(+18),56.0,13  10,小倉,PASS_HTML,200,14,pw01dud102021106692/67,ヘキルリ,11,佐々木 大輔,37.2,クビ,03,01,15,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:12.3,小笠 倫弘,,
552(+12),58.0,14  14,小倉,PASS_HTML,200,15,pw01dud102020105298/DA,ノースディーバ,10,斎藤 新,37.5,３,03,01,8,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:12.8,鮫島 一歩,,
424(+2),56.0,8  10,小倉,PASS_HTML,200,16,pw01dud102021102277/06,ポトマックテソーロ,2,中井 裕二,38.1,クビ,03,01,18,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:12.9,嘉藤 貴行,,
420(0),55.0,3  4,小倉,PASS_HTML,200,17,pw01dud102020102537/CD,チカポコ,16,☆小沢 大仁,38.8,３ 1/2,03,01,16,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:13.4,西園 正都,,
454(-7),53.0,3  8,小倉,PASS_HTML,200,18,pw01dud102020101171/A8,ビスケット,1,▲石神 深道,39.4,３ 1/2,03,01,17,2025-02-01,pw01sde1010202501031220250201,レース結果　JRA,12,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501031220250201%2F4C,芝,1:14.0,和田 正一郎,,
514(-6),57.0,7  6  1  1,小倉,PASS_HTML,700,1,pw01dud102022104419/58,ローズマイスター,12,佐々木 大輔,38.5,,04,01,7,2025-02-02,pw01sde1010202501040120250202,レース結果　JRA,01,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040120250202%2F75,ダート,1:45.2,黒岩 陽一,,
494(0),57.0,8  6  8  4,小倉,PASS_HTML,700,2,pw01dud102022102929/7F,ザハント,4,菱田 裕二,38.2,２,04,01,2,2025-02-02,pw01sde1010202501040120250202,レース結果　JRA,01,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040120250202%2F75,ダート,1:45.5,田中 克典,,
520(+2),57.0,8  9  5  3,小倉,PASS_HTML,700,3,pw01dud102022102874/5F,ハナウマビーチ,5,菊沢 一樹,38.8,２,04,01,4,2025-02-02,pw01sde1010202501040120250202,レース結果　JRA,01,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040120250202%2F75,ダート,1:45.9,西園 翔太,,
488(0),57.0,4  4  5  7,小倉,PASS_HTML,700,4,pw01dud102022104982/98,サンディエゴ,6,鮫島 克駿,38.8,クビ,04,01,1,2025-02-02,pw01sde1010202501040120250202,レース結果　JRA,01,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040120250202%2F75,ダート,1:45.9,清水 久詞,,
526(+10),57.0,13  13  10  9,小倉,PASS_HTML,700,5,pw01dud102022105493/15,イエローブリック,8,丹内 祐次,38.1,１／２,04,01,6,2025-02-02,pw01sde1010202501040120250202,レース結果　JRA,01,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040120250202%2F75,ダート,1:46.0,奥村 豊,,
550(-2),57.0,6  6  8  8,小倉,PASS_HTML,700,6,pw01dud102022105688/A6,ドバイミッション,9,荻野 極,39.6,５,04,01,10,2025-02-02,pw01sde1010202501040120250202,レース結果　JRA,01,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040120250202%2F75,ダート,1:46.8,辻野 泰之,,
460(+8),57.0,4  4  5  4,小倉,PASS_HTML,700,7,pw01dud102022104256/DD,ショウリュウアサヒ,15,角田 大和,39.8,クビ,04,01,5,2025-02-02,pw01sde1010202501040120250202,レース結果　JRA,01,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040120250202%2F75,ダート,1:46.9,四位 洋文,,
484(-8),57.0,1  1  2  2,小倉,PASS_HTML,700,8,pw01dud102022104724/BC,ハルフロンティア,1,斎藤 新,40.2,アタマ,04,01,8,2025-02-02,pw01sde1010202501040120250202,レース結果　JRA,01,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040120250202%2F75,ダート,1:46.9,池添 学,,
418(+8),55.0,11  10  10  10,小倉,PASS_HTML,700,9,pw01dud102022102329/59,ニンマリ,7,秋山 稔樹,39.3,２ 1/2,04,01,15,2025-02-02,pw01sde1010202501040120250202,レース結果　JRA,01,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040120250202%2F75,ダート,1:47.3,谷 潔,,
442(0),54.0,14  14  13  11,小倉,PASS_HTML,700,10,pw01dud102022106643/16,アンノドミニ,13,▲柴田 裕一郎,38.8,１／２,04,01,14,2025-02-02,pw01sde1010202501040120250202,レース結果　JRA,01,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040120250202%2F75,ダート,1:47.4,佐々木 晶三,,
524(-6),57.0,2  2  2  4,小倉,PASS_HTML,700,11,pw01dud102022101431/13,ダニエルバローズ,2,丸山 元気,42.7,大差,04,01,9,2025-02-02,pw01sde1010202501040120250202,レース結果　JRA,01,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040120250202%2F75,ダート,1:49.5,杉山 晴紀,,
484(-4),56.0,10  11  14  13,小倉,PASS_HTML,700,12,pw01dud102022103241/9F,サトノフォーミュラ,11,☆松本 大輝,42.0,大差,04,01,11,2025-02-02,pw01sde1010202501040120250202,レース結果　JRA,01,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040120250202%2F75,ダート,1:51.7,中竹 和也,,
512(0),56.0,11  11  12  12,小倉,PASS_HTML,700,13,pw01dud102022100521/45,ホウオウヘーゲル,14,☆小沢 大仁,44.1,４,04,01,13,2025-02-02,pw01sde1010202501040120250202,レース結果　JRA,01,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040120250202%2F75,ダート,1:52.4,池江 泰寿,,
406(+4),51.0,14  15  15  14,小倉,PASS_HTML,700,14,pw01dud102022107099/E1,ニシノカスガイ,10,★小林 美駒,43.0,４,04,01,12,2025-02-02,pw01sde1010202501040120250202,レース結果　JRA,01,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040120250202%2F75,ダート,1:53.1,村田 一誠,,
486(-6),55.0,3  3  4,小倉,PASS_HTML,700,中止,pw01dud102022103367/A2,エイシンアニーモ,3,◇永島 まなみ,,,04,01,3,2025-02-02,pw01sde1010202501040120250202,レース結果　JRA,01,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040120250202%2F75,ダート,,高橋 康之,,
458(+8),55.0,1  1,小倉,PASS_HTML,200,1,pw01dud102022102514/6C,ベイビーキッス,16,菊沢 一樹,35.6,,04,01,1,2025-02-02,pw01sde1010202501040220250202,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040220250202%2F2A,芝,1:10.0,青木 孝文,,
476(-2),52.0,3  3,小倉,PASS_HTML,200,2,pw01dud102022101053/55,ペガサスノース,1,▲柴田 裕一郎,35.3,クビ,04,01,5,2025-02-02,pw01sde1010202501040220250202,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040220250202%2F2A,芝,1:10.1,高柳 大輔,,
422(0),55.0,10  6,小倉,PASS_HTML,200,3,pw01dud102022105583/36,セイプリーズ,12,古川 吉洋,35.1,３ 1/2,04,01,3,2025-02-02,pw01sde1010202501040220250202,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040220250202%2F2A,芝,1:10.7,宮 徹,,
482(+12),55.0,2  2,小倉,PASS_HTML,200,4,pw01dud102022105966/33,アイドル,11,荻野 極,36.1,クビ,04,01,4,2025-02-02,pw01sde1010202501040220250202,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040220250202%2F2A,芝,1:10.7,上原 佑紀,,
410(-6),54.0,11  10,小倉,PASS_HTML,200,5,pw01dud102022100933/FF,エルサトアナ,7,☆松本 大輝,35.2,１,04,01,9,2025-02-02,pw01sde1010202501040220250202,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040220250202%2F2A,芝,1:10.9,本田 優,,
442(+8),55.0,3  3,小倉,PASS_HTML,200,6,pw01dud102022103128/73,トーケンサワー,8,丸山 元気,36.0,クビ,04,01,6,2025-02-02,pw01sde1010202501040220250202,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040220250202%2F2A,芝,1:10.9,根本 康広,,
438(-6),51.0,7  6,小倉,PASS_HTML,200,7,pw01dud102022103230/1C,レイチェルバローズ,4,★河原田 菜々,35.7,クビ,04,01,7,2025-02-02,pw01sde1010202501040220250202,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040220250202%2F2A,芝,1:11.0,渡辺 薫彦,,
414(0),52.0,11  12,小倉,PASS_HTML,200,8,pw01dud102022104808/99,ジャニーヌ,3,▲今村 聖奈,35.5,１ 1/2,04,01,13,2025-02-02,pw01sde1010202501040220250202,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040220250202%2F2A,芝,1:11.2,坂口 智康,,
440(-8),55.0,8  10,小倉,PASS_HTML,200,9,pw01dud102022105328/B3,マリエンプラッツ,2,菱田 裕二,35.8,ハナ,04,01,8,2025-02-02,pw01sde1010202501040220250202,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040220250202%2F2A,芝,1:11.2,橋口 慎介,,
454(+2),55.0,8  6,小倉,PASS_HTML,200,10,pw01dud102022105513/C6,ロールザボーンズ,15,鮫島 克駿,35.8,ハナ,04,01,2,2025-02-02,pw01sde1010202501040220250202,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040220250202%2F2A,芝,1:11.2,牧浦 充徳,,
426(-4),55.0,6  5,小倉,PASS_HTML,200,11,pw01dud102022105393/E4,タッチザシーリング,10,佐々木 大輔,36.5,２ 1/2,04,01,12,2025-02-02,pw01sde1010202501040220250202,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040220250202%2F2A,芝,1:11.6,菊川 正達,,
444(+2),53.0,13  12,小倉,PASS_HTML,200,12,pw01dud102022104426/0F,アンピュルシオン,13,◇永島 まなみ,35.7,クビ,04,01,11,2025-02-02,pw01sde1010202501040220250202,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040220250202%2F2A,芝,1:11.7,庄野 靖志,,
392(-14),55.0,13  14,小倉,PASS_HTML,200,13,pw01dud102022103309/28,ロッピス,5,黛 弘人,36.1,２,04,01,10,2025-02-02,pw01sde1010202501040220250202,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040220250202%2F2A,芝,1:12.0,伊藤 大士,,
434(-2),55.0,16  16,小倉,PASS_HTML,200,14,pw01dud102022105562/A3,ジーティーパール,6,秋山 稔樹,35.5,クビ,04,01,14,2025-02-02,pw01sde1010202501040220250202,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040220250202%2F2A,芝,1:12.1,石坂 公一,,
456(-4),55.0,13  15,小倉,PASS_HTML,200,15,pw01dud102022104152/E0,エンジェルトリガー,9,角田 大和,37.2,７,04,01,15,2025-02-02,pw01sde1010202501040220250202,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040220250202%2F2A,芝,1:13.2,吉村 圭司,,
412(-8),55.0,3  6,小倉,PASS_HTML,200,16,pw01dud102022100347/B5,サフランキララ,14,丹内 祐次,39.6,８,04,01,16,2025-02-02,pw01sde1010202501040220250202,レース結果　JRA,02,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040220250202%2F2A,芝,1:14.5,北出 成人,,
486(+12),57.0,2  2  1  1,小倉,PASS_HTML,860,1,pw01dud102021104924/92,コンテナワールド,5,▲井上 敏樹,,,04,01,2,2025-02-02,pw01sde1010202501040420250202,レース結果　JRA,04,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040420250202%2F94,障害,3:11.4,中竹 和也,13.4,
514(+6),60.0,11  11  9  5,小倉,PASS_HTML,860,2,pw01dud102020101766/FD,ミヤジシャルマン,12,高田 潤,,５,04,01,6,2025-02-02,pw01sde1010202501040420250202,レース結果　JRA,04,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040420250202%2F94,障害,3:12.2,宮地 貴稔,13.4,
458(+6),60.0,7  7  3  3,小倉,PASS_HTML,860,3,pw01dud102018103296/0B,サニーオーシャン,11,草野 太郎,,４,04,01,5,2025-02-02,pw01sde1010202501040420250202,レース結果　JRA,04,,せん7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040420250202%2F94,障害,3:12.9,杉浦 宏昭,13.5,
510(+4),59.0,6  6  4  3,小倉,PASS_HTML,860,4,pw01dud102021104861/48,ダイスアローリング,7,上野 翔,,１,04,01,7,2025-02-02,pw01sde1010202501040420250202,レース結果　JRA,04,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040420250202%2F94,障害,3:13.1,古賀 慎明,13.5,
470(-2),60.0,3  3  2  2,小倉,PASS_HTML,860,5,pw01dud102018103021/FA,タイセイシェダル,4,難波 剛健,,１／２,04,01,1,2025-02-02,pw01sde1010202501040420250202,レース結果　JRA,04,,牡7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040420250202%2F94,障害,3:13.2,高橋 義忠,13.5,
464(-6),60.0,4  4  5  5,小倉,PASS_HTML,860,6,pw01dud102017105602/C5,ラズルダズル,6,中村 将之,,１／２,04,01,4,2025-02-02,pw01sde1010202501040420250202,レース結果　JRA,04,,牡8,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040420250202%2F94,障害,3:13.3,茶木 太樹,13.5,
502(+8),58.0,4  5  6  7,小倉,PASS_HTML,860,7,pw01dud102018103603/E6,グラヴィテ,10,小牧 加矢太,,３,04,01,10,2025-02-02,pw01sde1010202501040420250202,レース結果　JRA,04,,牝7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040420250202%2F94,障害,3:13.8,鮫島 一歩,13.6,
560(-4),59.0,8  8  8  8,小倉,PASS_HTML,860,8,pw01dud102021105840/A4,メネラオス,9,森 一馬,,６,04,01,9,2025-02-02,pw01sde1010202501040420250202,レース結果　JRA,04,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202501040420250202%2F94,障害,3:14.8,奥村 豊,13.6,
