body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_category,race_class,race_date,race_id,race_name,race_no,race_rule,rating,scheduled_start,sex_age,source_url,surface,time,track_condition,trainer,weather,weight_rule,平均1F,枠
458(-6),55.0,12  13,新潟,QUARANTINED_HTML:track_condition,1200,15,pw01dud102023101141/1C,プティシラー,5,原 優介,39.6,３,06,02,10,3歳,未勝利,2026-08-09,pw01sde1004202602060320260809,3歳未勝利,03,牝［指定］,,10時40分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060320260809%2F09,ダート,1:15.4,,上原 博之,曇,馬齢,,
500(-2),57.0,3  3  2  2,新潟,QUARANTINED_HTML:track_condition,1800,1,pw01dud102023106976/BE,モンスターラッシュ,10,石川 裕紀人,38.4,,06,02,2,3歳,未勝利,2026-08-09,pw01sde1004202602060420260809,3歳未勝利,04,（混合）［指定］,,11時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060420260809%2FBE,ダート,1:54.1,,高木 登,曇,馬齢,,
470(-2),57.0,1  1  1  1,新潟,QUARANTINED_HTML:track_condition,1800,2,pw01dud102023102967/65,クリムゾンリーフ,12,坂井 瑠星,38.7,１ 1/4,06,02,1,3歳,未勝利,2026-08-09,pw01sde1004202602060420260809,3歳未勝利,04,（混合）［指定］,,11時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060420260809%2FBE,ダート,1:54.3,,加藤 士津八,曇,馬齢,,
490(+10),57.0,10  10  5  5,新潟,QUARANTINED_HTML:track_condition,1800,3,pw01dud102023105439/F3,カシマライフウ,8,松岡 正海,38.6,２,06,02,4,3歳,未勝利,2026-08-09,pw01sde1004202602060420260809,3歳未勝利,04,（混合）［指定］,,11時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060420260809%2FBE,ダート,1:54.6,,伊藤 伸一,曇,馬齢,,
452(+2),57.0,3  3  4  2,新潟,QUARANTINED_HTML:track_condition,1800,4,pw01dud102023105753/F4,アデルフィー,3,三浦 皇成,38.7,クビ,06,02,3,3歳,未勝利,2026-08-09,pw01sde1004202602060420260809,3歳未勝利,04,（混合）［指定］,,11時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060420260809%2FBE,ダート,1:54.6,,金成 貴史,曇,馬齢,,
502(-8),56.0,5  5  5  5,新潟,QUARANTINED_HTML:track_condition,1800,5,pw01dud102023105682/80,キセログラフィカ,4,☆田山 旺佑,39.3,４,06,02,5,3歳,未勝利,2026-08-09,pw01sde1004202602060420260809,3歳未勝利,04,（混合）［指定］,,11時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060420260809%2FBE,ダート,1:55.3,,大和田 成,曇,馬齢,,
402(-4),57.0,13  12  7  7,新潟,QUARANTINED_HTML:track_condition,1800,6,pw01dud102023105233/DF,レッドリアライズ,14,原 優介,39.1,１ 1/4,06,02,8,3歳,未勝利,2026-08-09,pw01sde1004202602060420260809,3歳未勝利,04,（混合）［指定］,,11時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060420260809%2FBE,ダート,1:55.5,,黒岩 陽一,曇,馬齢,,
452(+2),54.0,2  2  2  2,新潟,QUARANTINED_HTML:track_condition,1800,7,pw01dud102023103299/13,ヌビアン,5,▲上里 直汰,40.1,１ 3/4,06,02,13,3歳,未勝利,2026-08-09,pw01sde1004202602060420260809,3歳未勝利,04,（混合）［指定］,,11時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060420260809%2FBE,ダート,1:55.8,,清水 英克,曇,馬齢,,
502(+2),52.0,8  9  10  10,新潟,QUARANTINED_HTML:track_condition,1800,8,pw01dud102023104855/1C,カノープス,15,▲石田 拓郎,39.2,クビ,06,02,11,3歳,未勝利,2026-08-09,pw01sde1004202602060420260809,3歳未勝利,04,（混合）［指定］,,11時10分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060420260809%2FBE,ダート,1:55.9,,辻 哲英,曇,馬齢,,
460(-2),57.0,11  11  14  11,新潟,QUARANTINED_HTML:track_condition,1800,9,pw01dud102023100052/7F,オセアビシャイン,2,佐々木 大輔,39.4,５,06,02,12,3歳,未勝利,2026-08-09,pw01sde1004202602060420260809,3歳未勝利,04,（混合）［指定］,,11時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060420260809%2FBE,ダート,1:56.7,,菊川 正達,曇,馬齢,,
476(0),54.0,13  14  14  14,新潟,QUARANTINED_HTML:track_condition,1800,10,pw01dud102023107425/F5,ジュングロワール,7,▲佐藤 翔馬,39.7,１ 1/2,06,02,14,3歳,未勝利,2026-08-09,pw01sde1004202602060420260809,3歳未勝利,04,（混合）［指定］,,11時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060420260809%2FBE,ダート,1:57.0,,堀内 岳志,曇,馬齢,,
492(-4),55.0,12  12  11  11,新潟,QUARANTINED_HTML:track_condition,1800,11,pw01dud102023104860/ED,ハリコミチュウ,9,木幡 初也,40.1,３／４,06,02,6,3歳,未勝利,2026-08-09,pw01sde1004202602060420260809,3歳未勝利,04,（混合）［指定］,,11時10分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060420260809%2FBE,ダート,1:57.1,,竹内 正洋,曇,馬齢,,
520(-2),57.0,15  15  12  13,新潟,QUARANTINED_HTML:track_condition,1800,12,pw01dud102023106946/8E,ダゴベルト,1,杉原 誠人,40.5,３ 1/2,06,02,15,3歳,未勝利,2026-08-09,pw01sde1004202602060420260809,3歳未勝利,04,（混合）［指定］,,11時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060420260809%2FBE,ダート,1:57.7,,古賀 大生,曇,馬齢,,
436(+2),55.0,5  5  7  7,新潟,QUARANTINED_HTML:track_condition,1800,13,pw01dud102023105973/76,ユイノスレチガイ,6,△石神 深道,42.1,５,06,02,9,3歳,未勝利,2026-08-09,pw01sde1004202602060420260809,3歳未勝利,04,（混合）［指定］,,11時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060420260809%2FBE,ダート,1:58.5,,深山 雅史,曇,馬齢,,
470(+8),57.0,7  7  7  9,新潟,QUARANTINED_HTML:track_condition,1800,14,pw01dud102023106151/D7,ラスタリア,11,菊沢 一樹,42.8,４,06,02,7,3歳,未勝利,2026-08-09,pw01sde1004202602060420260809,3歳未勝利,04,（混合）［指定］,,11時10分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060420260809%2FBE,ダート,1:59.2,,岩戸 孝樹,曇,馬齢,,
460(-8),55.0,8  7  12  15,新潟,QUARANTINED_HTML:track_condition,1800,15,pw01dud102023106971/7F,クィーンズウィンク,13,吉村 誠之助,42.7,４,06,02,10,3歳,未勝利,2026-08-09,pw01sde1004202602060420260809,3歳未勝利,04,（混合）［指定］,,11時10分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060420260809%2FBE,ダート,1:59.9,,清水 久詞,曇,馬齢,,
482(+2),56.0,2  2,新潟,QUARANTINED_HTML:track_condition,1200,1,pw01dud102023102007/4C,ゼファーテソーロ,11,菊沢 一樹,36.9,,06,02,4,3歳以上,1勝クラス,2026-08-09,pw01sde1004202602060520260809,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060520260809%2F73,ダート,1:12.0,,栗田 徹,曇,定量,,
496(+10),56.0,5  5,新潟,QUARANTINED_HTML:track_condition,1200,2,pw01dud102023106932/B2,サトノエスケープ,3,田辺 裕信,36.7,１／２,06,02,5,3歳以上,1勝クラス,2026-08-09,pw01sde1004202602060520260809,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060520260809%2F73,ダート,1:12.1,,久保田 貴士,曇,定量,,
480(+4),56.0,1  1,新潟,QUARANTINED_HTML:track_condition,1200,3,pw01dud102023106208/DD,スリーコーズ,10,岩田 望来,37.3,１ 1/4,06,02,6,3歳以上,1勝クラス,2026-08-09,pw01sde1004202602060520260809,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060520260809%2F73,ダート,1:12.3,,伊藤 圭三,曇,定量,,
472(0),56.0,5  5,新潟,QUARANTINED_HTML:track_condition,1200,4,pw01dud102023105083/CD,ベルゼビュート,2,佐々木 大輔,36.9,アタマ,06,02,3,3歳以上,1勝クラス,2026-08-09,pw01sde1004202602060520260809,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060520260809%2F73,ダート,1:12.3,,高木 登,曇,定量,,
450(-8),54.0,10  9,新潟,QUARANTINED_HTML:track_condition,1200,5,pw01dud102023101039/73,ベアアッコチャン,6,大野 拓弥,36.5,１／２,06,02,7,3歳以上,1勝クラス,2026-08-09,pw01sde1004202602060520260809,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060520260809%2F73,ダート,1:12.4,,杉浦 宏昭,曇,定量,,
472(-8),56.0,3  3,新潟,QUARANTINED_HTML:track_condition,1200,6,pw01dud102023100359/37,シュヴァルツシルト,12,戸崎 圭太,37.2,クビ,06,02,2,3歳以上,1勝クラス,2026-08-09,pw01sde1004202602060520260809,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060520260809%2F73,ダート,1:12.4,,田島 俊明,曇,定量,,
488(+4),53.0,5  5,新潟,QUARANTINED_HTML:track_condition,1200,7,pw01dud102023103216/3A,アンバサダネージュ,9,▲佐藤 翔馬,37.4,２ 1/2,06,02,1,3歳以上,1勝クラス,2026-08-09,pw01sde1004202602060520260809,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060520260809%2F73,ダート,1:12.8,,武藤 善則,曇,定量,,
520(+4),57.0,8  8,新潟,QUARANTINED_HTML:track_condition,1200,8,pw01dud102022100582/18,プルシャプラ,8,☆田山 旺佑,37.7,３,06,02,9,3歳以上,1勝クラス,2026-08-09,pw01sde1004202602060520260809,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060520260809%2F73,ダート,1:13.3,,池上 昌和,曇,定量,,
460(-6),56.0,12  11,新潟,QUARANTINED_HTML:track_condition,1200,9,pw01dud102022100323/C9,トキメキジニア,7,丸田 恭介,37.3,２,06,02,15,3歳以上,1勝クラス,2026-08-09,pw01sde1004202602060520260809,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060520260809%2F73,ダート,1:13.7,,佐藤 吉勝,曇,定量,,
490(+2),56.0,12  11,新潟,QUARANTINED_HTML:track_condition,1200,10,pw01dud102023100533/C7,タイセイブルーム,13,原 優介,37.6,１ 1/4,06,02,13,3歳以上,1勝クラス,2026-08-09,pw01sde1004202602060520260809,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060520260809%2F73,ダート,1:13.9,,古賀 慎明,曇,定量,,
502(-6),53.0,12  11,新潟,QUARANTINED_HTML:track_condition,1200,11,pw01dud102023104992/34,エコロバロン,4,▲石田 拓郎,37.5,ハナ,06,02,12,3歳以上,1勝クラス,2026-08-09,pw01sde1004202602060520260809,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060520260809%2F73,ダート,1:13.9,,菊沢 隆徳,曇,定量,,
476(-2),58.0,15  15,新潟,QUARANTINED_HTML:track_condition,1200,12,pw01dud102020100617/00,ブリングライト,1,木幡 巧也,36.8,アタマ,06,02,11,3歳以上,1勝クラス,2026-08-09,pw01sde1004202602060520260809,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060520260809%2F73,ダート,1:13.9,,松山 将樹,曇,定量,,
484(-2),58.0,11  14,新潟,QUARANTINED_HTML:track_condition,1200,13,pw01dud102022105697/43,ソリッドベーシス,14,杉原 誠人,38.2,２,06,02,14,3歳以上,1勝クラス,2026-08-09,pw01sde1004202602060520260809,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,せん4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060520260809%2F73,ダート,1:14.3,,大和田 成,曇,定量,,
510(0),55.0,3  3,新潟,QUARANTINED_HTML:track_condition,1200,14,pw01dud102021102745/E5,ペッパーミル,15,▲上里 直汰,40.1,６,06,02,8,3歳以上,1勝クラス,2026-08-09,pw01sde1004202602060520260809,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060520260809%2F73,ダート,1:15.3,,加藤 士津八,曇,定量,,
492(-4),54.0,8  9,新潟,QUARANTINED_HTML:track_condition,1200,15,pw01dud102023100949/4D,マジンタクシー,5,木幡 初也,40.0,２,06,02,10,3歳以上,1勝クラス,2026-08-09,pw01sde1004202602060520260809,3歳以上1勝クラス,05,（混合）［指定］,,11時40分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060520260809%2F73,ダート,1:15.6,,深山 雅史,曇,定量,,
520(+6),55.0,7  7,新潟,PASS_HTML,1800,1,pw01dud102023103687/E1,ライヒスアドラー,1,佐々木 大輔,32.7,,06,02,1,3歳以上,3勝クラス,2026-08-09,pw01sde1004202602060620260809,佐渡ステークス,06,（混合）（特指）,,15時01分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060620260809%2F28,芝,1:44.8,良,上原 佑紀,晴,定量,,
518(+6),56.0,12  13,新潟,PASS_HTML,1800,2,pw01dud102021104865/14,カニキュル,3,杉原 誠人,32.5,３／４,06,02,2,3歳以上,3勝クラス,2026-08-09,pw01sde1004202602060620260809,佐渡ステークス,06,（混合）（特指）,,15時01分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060620260809%2F28,芝,1:45.0,良,菊沢 隆徳,晴,定量,,
494(-4),58.0,1  1,新潟,PASS_HTML,1800,3,pw01dud102020104753/61,サトノヴィレ,9,荻野 極,33.7,１ 1/2,06,02,9,3歳以上,3勝クラス,2026-08-09,pw01sde1004202602060620260809,佐渡ステークス,06,（混合）（特指）,,15時01分,せん6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060620260809%2F28,芝,1:45.2,良,鹿戸 雄一,晴,定量,,
498(+6),58.0,9  10,新潟,PASS_HTML,1800,4,pw01dud102022110054/A7,デルアヴァー,11,坂井 瑠星,33.0,クビ,06,02,5,3歳以上,3勝クラス,2026-08-09,pw01sde1004202602060620260809,佐渡ステークス,06,（混合）（特指）,,15時01分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060620260809%2F28,芝,1:45.3,良,松永 幹夫,晴,定量,,
504(+2),58.0,9  9,新潟,PASS_HTML,1800,5,pw01dud102020100976/80,ハギノアルデバラン,5,菊沢 一樹,33.1,ハナ,06,02,8,3歳以上,3勝クラス,2026-08-09,pw01sde1004202602060620260809,佐渡ステークス,06,（混合）（特指）,,15時01分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060620260809%2F28,芝,1:45.3,良,佐藤 悠太,晴,定量,,
492(-4),56.0,4  4,新潟,PASS_HTML,1800,6,pw01dud102021101724/63,ガジュノリ,4,田辺 裕信,33.7,１ 1/2,06,02,4,3歳以上,3勝クラス,2026-08-09,pw01sde1004202602060620260809,佐渡ステークス,06,（混合）（特指）,,15時01分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060620260809%2F28,芝,1:45.5,良,尾形 和幸,晴,定量,,
466(-2),58.0,4  5,新潟,PASS_HTML,1800,7,pw01dud102021105453/49,エラン,10,田山 旺佑,33.7,クビ,06,02,11,3歳以上,3勝クラス,2026-08-09,pw01sde1004202602060620260809,佐渡ステークス,06,（混合）（特指）,,15時01分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060620260809%2F28,芝,1:45.6,良,蛯名 正義,晴,定量,,
506(+8),56.0,12  12,新潟,PASS_HTML,1800,8,pw01dud102020100934/5A,クリニクラウン,8,大野 拓弥,33.2,クビ,06,02,10,3歳以上,3勝クラス,2026-08-09,pw01sde1004202602060620260809,佐渡ステークス,06,（混合）（特指）,,15時01分,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060620260809%2F28,芝,1:45.6,良,小手川 準,晴,定量,,
520(-2),58.0,11  10,新潟,PASS_HTML,1800,9,pw01dud102018106154/81,エスコバル,12,吉田 豊,33.5,クビ,06,02,12,3歳以上,3勝クラス,2026-08-09,pw01sde1004202602060620260809,佐渡ステークス,06,（混合）（特指）,,15時01分,せん8,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060620260809%2F28,芝,1:45.7,良,高橋 文雅,晴,定量,,
466(+4),58.0,2  2,新潟,PASS_HTML,1800,10,pw01dud102021105704/FF,コルレオニス,2,M.デムーロ,34.2,１,06,02,7,3歳以上,3勝クラス,2026-08-09,pw01sde1004202602060620260809,佐渡ステークス,06,（混合）（特指）,,15時01分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060620260809%2F28,芝,1:45.8,良,友道 康夫,晴,定量,,
468(+12),56.0,8  7,新潟,PASS_HTML,1800,11,pw01dud102022101134/D9,テンミラクルスター,13,石川 裕紀人,33.8,１／２,06,02,6,3歳以上,3勝クラス,2026-08-09,pw01sde1004202602060620260809,佐渡ステークス,06,（混合）（特指）,,15時01分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060620260809%2F28,芝,1:45.9,良,辻 哲英,晴,定量,,
474(+4),56.0,4  5,新潟,PASS_HTML,1800,12,pw01dud102022100019/D8,マカナ,6,松岡 正海,34.2,１／２,06,02,3,3歳以上,3勝クラス,2026-08-09,pw01sde1004202602060620260809,佐渡ステークス,06,（混合）（特指）,,15時01分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060620260809%2F28,芝,1:46.0,良,伊藤 大士,晴,定量,,
522(+4),58.0,2  2,新潟,PASS_HTML,1800,13,pw01dud102020106535/A3,モズロックンロール,7,吉村 誠之助,34.6,１ 1/2,06,02,13,3歳以上,3勝クラス,2026-08-09,pw01sde1004202602060620260809,佐渡ステークス,06,（混合）（特指）,,15時01分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060620260809%2F28,芝,1:46.3,良,藤岡 健一,晴,定量,,
504(+4),57.0,4  5  4  4,新潟,QUARANTINED_HTML:track_condition,1800,1,pw01dud102023104387/3D,チェリヴェント,4,吉村 誠之助,37.6,,06,02,6,3歳,オープン,2026-08-09,pw01sde1004202602060720260809,レパードステークス,07,（国際）（指定）,112,15時35分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060720260809%2FDD,ダート,1:51.2,,清水 久詞,晴,馬齢,,
524,57.0,2  2  2  2,新潟,QUARANTINED_HTML:track_condition,1800,2,pw01dud102023101134/65,パイロマンサー,11,岩田 望来,37.9,アタマ,06,02,4,3歳,オープン,2026-08-09,pw01sde1004202602060720260809,レパードステークス,07,（国際）（指定）,111,15時35分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060720260809%2FDD,ダート,1:51.2,,吉村 圭司,晴,馬齢,,
530(+8),57.0,4  2  2  3,新潟,QUARANTINED_HTML:track_condition,1800,3,pw01dud102023105303/E0,メルカントゥール,12,坂井 瑠星,38.0,３／４,06,02,1,3歳,オープン,2026-08-09,pw01sde1004202602060720260809,レパードステークス,07,（国際）（指定）,110,15時35分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060720260809%2FDD,ダート,1:51.3,,杉山 晴紀,晴,馬齢,,
470(+2),57.0,1  1  1  1,新潟,QUARANTINED_HTML:track_condition,1800,4,pw01dud102023101269/05,ドンエレクトス,6,荻野 極,38.3,１,06,02,3,3歳,オープン,2026-08-09,pw01sde1004202602060720260809,レパードステークス,07,（国際）（指定）,108,15時35分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060720260809%2FDD,ダート,1:51.5,,高木 登,晴,馬齢,,
446(+2),57.0,9  9  7  7,新潟,QUARANTINED_HTML:track_condition,1800,5,pw01dud102023103919/EA,オオツカ,1,津村 明秀,37.9,２,06,02,10,3歳,オープン,2026-08-09,pw01sde1004202602060720260809,レパードステークス,07,（国際）（指定）,105,15時35分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060720260809%2FDD,ダート,1:51.9,,大久保 龍志,晴,馬齢,,
474(0),57.0,9  10  9  9,新潟,QUARANTINED_HTML:track_condition,1800,6,pw01dud102023107036/B4,ショウナンバンライ,9,田山 旺佑,37.9,１ 1/4,06,02,2,3歳,オープン,2026-08-09,pw01sde1004202602060720260809,レパードステークス,07,（国際）（指定）,103,15時35分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060720260809%2FDD,ダート,1:52.1,,松下 武士,晴,馬齢,,
476(-4),57.0,7  7  4  4,新潟,QUARANTINED_HTML:track_condition,1800,7,pw01dud102023104733/E5,タガノアバンドーネ,10,菱田 裕二,39.1,４,06,02,7,3歳,オープン,2026-08-09,pw01sde1004202602060720260809,レパードステークス,07,（国際）（指定）,97,15時35分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060720260809%2FDD,ダート,1:52.7,,角田 晃一,晴,馬齢,,
512(+4),57.0,7  7  7  7,新潟,QUARANTINED_HTML:track_condition,1800,8,pw01dud102023104927/03,テンカムテキ,8,石川 裕紀人,38.7,アタマ,06,02,11,3歳,オープン,2026-08-09,pw01sde1004202602060720260809,レパードステークス,07,（国際）（指定）,97,15時35分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060720260809%2FDD,ダート,1:52.7,,林 徹,晴,馬齢,,
472(+8),57.0,11  11  10  10,新潟,QUARANTINED_HTML:track_condition,1800,9,pw01dud102023106821/FE,マクリール,5,戸崎 圭太,38.7,２ 1/2,06,02,5,3歳,オープン,2026-08-09,pw01sde1004202602060720260809,レパードステークス,07,（国際）（指定）,93,15時35分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060720260809%2FDD,ダート,1:53.1,,手塚 貴久,晴,馬齢,,
482(+8),57.0,2  2  4  4,新潟,QUARANTINED_HTML:track_condition,1800,10,pw01dud102023107091/D5,ヒシアムルーズ,3,佐々木 大輔,40.3,４,06,02,9,3歳,オープン,2026-08-09,pw01sde1004202602060720260809,レパードステークス,07,（国際）（指定）,87,15時35分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060720260809%2FDD,ダート,1:53.8,,堀 宣行,晴,馬齢,,
500(+4),57.0,6  5  10  11,新潟,QUARANTINED_HTML:track_condition,1800,11,pw01dud102023101154/85,ファイアマン,2,原 優介,39.9,３,06,02,8,3歳,オープン,2026-08-09,pw01sde1004202602060720260809,レパードステークス,07,（国際）（指定）,83,15時35分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060720260809%2FDD,ダート,1:54.3,,上原 博之,晴,馬齢,,
504(-2),57.0,11  11  12  12,新潟,QUARANTINED_HTML:track_condition,1800,12,pw01dud102023104103/8F,パラダイスフェイス,7,石橋 脩,41.7,大差,06,02,12,3歳,オープン,2026-08-09,pw01sde1004202602060720260809,レパードステークス,07,（国際）（指定）,58,15時35分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060720260809%2FDD,ダート,1:57.1,,牧 光二,晴,馬齢,,
474(-4),56.0,,新潟,PASS_HTML,1000,1,pw01dud102021100356/C6,クールベイビー,17,岩田 望来,33.1,,06,02,2,3歳以上,2勝クラス,2026-08-09,pw01sde1004202602060820260809,驀進特別,08,（混合）［指定］,,16時10分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060820260809%2F92,芝,0:54.6,良,矢野 英一,晴,定量,,
486(+10),56.0,,新潟,PASS_HTML,1000,2,pw01dud102022101604/9E,ハニーローリエ,11,菊沢 一樹,32.6,クビ,06,02,1,3歳以上,2勝クラス,2026-08-09,pw01sde1004202602060820260809,驀進特別,08,（混合）［指定］,,16時10分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060820260809%2F92,芝,0:54.7,良,小手川 準,晴,定量,,
436(+12),54.0,,新潟,PASS_HTML,1000,3,pw01dud102023106613/72,カレンデュラ,8,江田 照男,32.4,クビ,06,02,6,3歳以上,2勝クラス,2026-08-09,pw01sde1004202602060820260809,驀進特別,08,（混合）［指定］,,16時10分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060820260809%2F92,芝,0:54.7,良,室井 潔,晴,定量,,
488(+2),56.0,,新潟,PASS_HTML,1000,4,pw01dud102020102674/E5,スペルキャスター,5,M.デムーロ,32.2,１／２,06,02,12,3歳以上,2勝クラス,2026-08-09,pw01sde1004202602060820260809,驀進特別,08,（混合）［指定］,,16時10分,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060820260809%2F92,芝,0:54.8,良,蛯名 利弘,晴,定量,,
460(+2),56.0,,新潟,PASS_HTML,1000,5,pw01dud102022106187/2D,ゼンダンタカ,6,杉原 誠人,33.2,ハナ,06,02,13,3歳以上,2勝クラス,2026-08-09,pw01sde1004202602060820260809,驀進特別,08,（混合）［指定］,,16時10分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060820260809%2F92,芝,0:54.8,良,中舘 英二,晴,定量,,
468(-8),56.0,,新潟,PASS_HTML,1000,6,pw01dud102021104777/D9,クォーツァイト,1,佐々木 大輔,32.7,クビ,06,02,15,3歳以上,2勝クラス,2026-08-09,pw01sde1004202602060820260809,驀進特別,08,（混合）［指定］,,16時10分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060820260809%2F92,芝,0:54.9,良,橋田 宜長,晴,定量,,
480(-12),58.0,,新潟,PASS_HTML,1000,7,pw01dud102021106986/B6,ミスエル,4,武藤 雅,32.4,１／２,06,02,16,3歳以上,2勝クラス,2026-08-09,pw01sde1004202602060820260809,驀進特別,08,（混合）［指定］,,16時10分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202602060820260809%2F92,芝,0:55.0,良,菊沢 隆徳,晴,定量,,
